outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.51,2.13,1.45,75.85,128.14,241.25,69119.7,24.25041290237777
2.86,1.8,1.37,76.32,128.01,286.58,70145.4,31.7336471920737
2.88,1.91,1.58,75.38,128.49,291.6,71922.6,33.412062802594505
2.79,1.79,1.39,75.44,128.43,286.14,68680.9,30.398209832773997
2.55,2.22,1.79,76.16,128.56,260.5,65492.8,27.56528223051964
2.67,2.11,1.44,75.66,127.42,258.66,76629.3,28.041591414131968
2.58,2.09,1.52,76.3,127.79,258.86,70776.0,26.780881678868123
2.9,1.87,1.69,75.42,127.54,252.65,64360.3,30.206722742766257
2.71,2.0,1.22,75.67,128.4,265.41,67127.1,27.60951554021403
2.7,1.99,1.64,75.88,128.18,247.23,65989.2,27.382098982126873
2.56,2.22,1.71,75.55,128.07,267.58,72053.4,28.313470455784564
2.58,2.22,1.67,76.14,128.13,259.83,67098.8,27.55969713315164
2.78,1.73,1.7,75.48,127.44,290.94,74876.7,31.97803957271344
2.82,2.22,1.57,75.74,127.75,282.03,64626.8,32.24696000342908
2.72,1.94,1.74,75.45,128.08,256.9,66528.2,28.61904896313524
2.71,1.92,1.25,75.94,127.26,271.04,76941.7,28.448855917876354
2.5,1.83,1.37,75.82,127.65,276.3,69698.7,25.65084904769844
2.6,1.76,1.76,76.07,127.32,283.76,75168.8,29.300945542920086
2.63,2.26,1.44,75.57,127.66,267.42,72574.2,28.398066748856078
2.52,1.75,1.2,76.53,127.64,257.1,71538.9,23.993072911537293
2.54,2.23,1.42,75.81,128.02,259.51,63717.0,25.875530526086546
2.7,2.29,1.22,75.85,128.47,272.38,68225.2,28.91757539769787
2.66,2.17,1.43,75.93,127.34,253.97,64514.7,27.008684472184424
2.73,2.28,1.62,75.21,127.25,281.18,63578.6,31.025617245180225
2.55,2.05,1.61,76.21,128.31,279.42,75202.8,28.44592310833411
2.52,2.3,1.33,76.09,128.24,262.33,70400.3,26.107892056056354
2.6,2.28,1.39,76.53,127.91,282.72,74531.3,29.166635911926274
2.84,2.05,1.42,76.32,128.28,245.89,68496.5,28.821428403526735
2.74,1.77,1.77,76.12,128.01,261.63,69867.8,29.311091672039876
2.74,1.85,1.32,75.84,127.59,266.43,72643.7,28.339483778305404
2.76,1.83,1.37,75.63,127.66,289.2,76572.6,30.7143690678439
2.89,1.84,1.35,76.52,127.84,273.13,76948.2,31.46247138503929
2.73,1.77,1.77,75.69,127.62,273.09,76486.0,30.356548796045782
2.69,2.0,1.22,76.48,127.88,249.17,72536.5,26.437344278477095
2.58,1.74,1.38,76.05,127.32,288.87,67940.0,27.44912219078196
2.73,2.13,1.33,76.25,127.44,284.6,69890.5,30.31557149767229
2.62,2.17,1.53,75.63,127.51,251.44,74981.9,27.18805853213905
2.75,2.07,1.23,75.81,127.87,281.55,72499.9,29.978236548246056
2.64,1.72,1.58,76.46,128.29,287.81,70497.4,29.181209111798122
2.51,1.89,1.65,76.13,127.57,279.06,69789.6,27.2443492947134
2.5,1.96,1.39,75.61,127.75,255.53,72876.5,24.718993969305185
2.88,1.78,1.78,76.5,127.82,241.42,63841.8,29.39078054319793
2.68,1.91,1.32,75.29,127.55,290.78,66457.9,29.048000866177173
2.67,2.14,1.58,76.54,128.32,276.32,70006.5,29.79716594240949
2.67,1.94,1.61,76.17,128.39,248.87,74806.8,27.404814619146688
2.5,1.98,1.22,76.27,128.14,272.13,69806.4,25.283819302604112
2.87,1.82,1.69,76.36,128.11,271.19,68795.4,31.809720262997185
2.52,2.29,1.5,76.41,128.55,261.98,71033.4,26.665949419177533
2.84,2.28,1.77,75.78,127.91,267.71,64146.6,32.272753723379765
2.84,2.18,1.53,75.78,128.11,284.66,70052.4,32.84145331864511
2.58,2.09,1.31,76.31,128.52,243.92,64269.8,24.577543563646824
2.62,1.95,1.78,75.44,128.59,240.99,63836.2,25.982007699532684
2.82,2.0,1.75,76.22,127.4,259.87,68991.3,30.767860476672464
2.86,1.84,1.27,75.59,128.53,242.77,75226.0,28.070289755833752
2.57,2.14,1.73,76.39,128.04,277.24,63995.9,28.645295629288622
2.62,1.71,1.5,76.01,127.7,266.46,71050.0,26.861882678332332
2.61,2.16,1.49,75.98,128.21,291.94,67841.8,29.695106446385008
2.7,1.89,1.29,75.29,127.31,250.1,74765.9,26.51995081977884
2.78,2.17,1.46,75.55,128.04,291.55,76089.8,32.51656092038468
2.53,2.23,1.34,75.32,127.26,246.87,72012.9,24.991030115000395
2.89,2.21,1.62,76.55,127.87,260.3,76112.5,32.27873553259349
2.75,2.05,1.72,75.47,127.65,271.25,66683.4,30.473550007178684
2.87,2.11,1.33,75.77,127.3,277.79,69578.9,31.652340847172578
2.7,2.3,1.64,76.58,128.15,251.86,75663.5,29.1728530180776
2.76,1.76,1.73,75.86,128.17,249.22,72263.8,28.452293902411153
2.51,1.76,1.24,76.48,127.77,279.65,69622.6,25.490042039484702
2.54,2.09,1.47,75.37,128.05,291.29,68564.0,28.304670576165446
2.85,2.28,1.54,76.09,128.38,241.48,72634.0,29.806719768781587
2.61,1.9,1.34,76.2,128.23,285.93,68630.1,28.013776132946187
2.54,2.08,1.32,76.4,127.4,242.71,70834.4,24.306251143397954
2.76,1.94,1.52,76.09,127.73,288.42,75526.5,31.57085546935502
2.64,1.87,1.78,75.97,128.01,249.76,65249.2,26.937626514103155
2.84,1.93,1.24,76.17,127.32,264.08,70175.5,29.417927976023176
2.59,2.15,1.6,76.22,128.19,288.05,67231.6,29.47918143967831
2.6,2.04,1.49,75.72,128.01,276.8,63994.2,27.753725859790162
2.61,1.77,1.49,75.2,127.98,246.21,75054.2,25.370452122919
2.83,2.1,1.25,75.43,127.48,271.43,72717.0,30.37994246944322
2.77,2.21,1.4,76.15,128.42,250.4,73614.3,28.833170309856992
2.63,2.06,1.72,76.29,128.23,269.02,65175.5,28.66241207990583
2.78,1.95,1.29,76.18,127.29,262.64,66301.5,28.45787100253619
2.64,1.83,1.59,76.37,128.41,274.07,67256.4,28.22062564460293
2.78,1.7,1.69,76.12,128.3,249.12,64854.3,28.07388168599402
2.65,2.17,1.71,75.71,128.01,258.64,64553.0,28.264196651503422
2.58,1.96,1.66,75.28,128.56,278.71,73144.2,28.518226615778413
2.57,1.9,1.39,75.82,127.5,265.2,71896.6,26.1870205989818
2.5,1.73,1.64,76.06,128.41,253.38,69999.4,24.707559291925232
2.72,1.99,1.22,76.23,128.51,257.77,63876.7,27.021401210540485
2.74,2.05,1.59,75.75,127.49,241.77,68122.5,27.537914507932097
2.61,2.26,1.67,76.6,127.78,291.13,69686.9,30.771194935920786
2.58,2.16,1.34,76.54,127.78,266.39,66415.6,26.66178907794392
2.9,1.82,1.76,75.39,128.47,252.5,65984.3,30.44247403940926
2.85,1.81,1.44,75.41,128.46,270.69,76833.7,30.705731547341994
2.87,1.91,1.22,75.87,128.53,248.03,72421.3,28.577133663807327
2.8,1.96,1.21,76.47,127.25,263.09,73620.6,28.953035256138715
2.7,2.0,1.7,76.1,127.45,264.78,64560.2,29.00634879415588
2.7,2.12,1.54,76.17,128.56,285.72,65111.8,30.474510551265663
2.74,2.13,1.44,76.55,127.34,286.58,64568.2,30.750223750622464
2.55,1.88,1.2,76.07,127.25,251.79,71769.6,24.29322069314639
2.59,2.25,1.7,75.21,127.96,240.79,66587.6,26.273145801068946
2.68,1.8,1.5,76.55,127.6,246.36,66975.1,26.22192279729256
2.81,2.2,1.68,76.58,127.76,275.01,72414.0,32.4274003832744
2.69,1.74,1.34,75.52,127.44,259.5,66089.4,26.43153707677902
2.57,2.28,1.75,75.24,127.87,283.78,69430.8,29.88878281336576
2.74,2.14,1.52,76.39,127.22,269.58,68760.5,29.90950913045833
2.59,1.83,1.53,75.66,127.84,267.14,70447.4,26.811024012386152
2.85,1.81,1.31,75.81,127.71,284.5,69930.4,31.074954469061478
2.85,2.22,1.67,75.98,128.07,270.17,68625.7,32.36488386445899
2.58,2.0,1.58,75.54,128.49,291.66,76142.8,29.559944952998986
2.73,2.26,1.5,75.71,127.57,256.15,76217.1,29.291033478426467
2.58,2.01,1.24,75.75,127.91,254.27,75251.4,25.518535996416286
2.53,2.04,1.53,76.18,128.37,244.51,68918.0,24.790741598418546
2.68,1.92,1.75,75.78,128.3,285.86,66933.2,30.50737057645642
2.64,1.9,1.36,75.52,128.21,282.66,66858.2,28.05754439230986
2.73,1.9,1.45,75.96,128.06,286.63,66415.6,30.077167577240854
2.56,1.94,1.46,75.98,128.02,254.38,75261.1,25.79763641282261
2.59,2.3,1.5,76.6,128.32,289.85,76091.3,30.14605976011114
2.79,1.84,1.69,75.51,128.5,250.46,76597.3,29.188392919420718
2.6,2.25,1.25,75.67,128.18,284.93,74784.5,28.793641757819156
2.68,2.02,1.21,76.24,127.42,285.74,72585.9,29.095127868899336
2.52,2.17,1.64,76.58,127.56,289.34,76162.2,29.27646816842275
2.81,1.88,1.36,75.28,127.87,280.04,74566.0,30.625881507506843
2.73,1.95,1.44,75.44,128.41,257.11,73939.9,28.167545768238707
2.52,2.17,1.72,75.22,128.49,257.45,73425.7,26.912386236856488
2.72,1.97,1.38,75.38,127.91,266.93,64150.1,28.049311014614883
2.67,2.18,1.49,75.92,127.63,240.4,72432.1,26.75661467274585
2.78,2.1,1.41,75.62,128.17,247.49,67761.1,28.073215118613003
2.9,1.91,1.58,75.9,127.93,286.21,75342.6,33.56954473146209
2.62,2.25,1.5,76.03,127.41,273.69,72696.4,28.95890948004398
2.76,1.86,1.4,76.16,127.66,273.36,74805.3,29.65538555311991
2.57,1.76,1.29,76.16,127.48,289.5,76779.0,27.605435547408884
2.73,2.22,1.53,75.33,128.45,270.81,75655.1,30.473575924662097
2.62,1.8,1.7,75.73,127.88,276.9,67554.9,28.39936511016253
2.64,1.78,1.41,75.35,127.22,278.05,73242.5,27.853939449375158
2.83,2.14,1.49,75.49,127.73,282.72,67237.7,32.00596708107696
2.72,1.82,1.74,75.83,127.81,270.09,74415.7,29.918373839671286
2.51,1.74,1.59,76.6,127.6,240.43,70776.1,23.85986279321116
2.58,1.95,1.66,76.37,128.43,252.98,70252.2,26.45507232241243
2.61,1.71,1.62,76.11,127.36,272.27,63335.8,27.18270216523592
2.89,1.83,1.6,75.32,127.21,274.99,67153.7,31.612270270469363
2.76,1.75,1.46,76.03,128.06,277.48,70968.6,29.699336300595856
2.62,2.18,1.28,75.59,128.55,247.64,68218.0,25.75517433903121
2.61,1.89,1.49,75.63,128.29,289.09,73343.7,28.97522013953437
2.76,1.8,1.38,76.54,128.27,279.81,69180.2,29.72473123328984
2.79,1.76,1.76,76.47,128.0,272.26,66040.8,30.720822717087795
2.59,1.96,1.49,76.53,128.27,261.77,70632.2,26.711621898910263
2.55,1.95,1.38,75.65,127.78,250.24,74825.8,25.056094481746637
2.67,2.04,1.47,76.03,127.83,283.88,72638.3,29.806467900464664
2.89,1.71,1.69,75.77,127.98,242.89,63857.3,28.931742545109383
2.59,1.88,1.46,75.33,128.24,250.69,75321.8,25.692600464897847
2.79,1.91,1.76,76.58,127.35,263.67,74352.7,30.80642552606002
2.52,1.79,1.77,75.25,127.21,281.87,76653.1,28.045141953160165
2.51,2.26,1.24,76.43,127.22,243.03,69399.4,24.053170953490277
2.8,2.18,1.8,75.46,128.38,245.38,66152.2,29.668956684760015
2.85,2.19,1.7,75.51,128.59,254.63,66407.7,30.843261686709635
2.76,1.91,1.65,75.94,127.97,242.08,66553.4,27.650664590286734
2.78,1.71,1.52,75.47,127.61,244.1,71079.0,27.234061908497775
2.9,2.06,1.8,75.4,127.89,268.13,74883.1,33.145966891219246
2.55,1.71,1.24,76.56,128.5,270.64,74823.2,25.591996653996144
2.74,2.21,1.76,75.88,128.4,256.03,70677.3,30.017654603029538
2.57,2.06,1.66,75.5,128.41,288.45,63106.0,28.832233915748017
2.84,1.71,1.36,75.58,127.94,283.89,66170.5,30.502829224107696
2.54,1.84,1.72,76.37,128.0,282.86,73055.9,28.339954572951793
2.87,1.84,1.33,76.31,127.42,287.93,65449.9,31.65195513867604
2.73,1.73,1.47,76.04,128.45,247.57,74965.6,27.102280241073114
2.8,1.78,1.77,75.63,127.76,264.63,68141.1,30.19235078847475
2.64,1.85,1.54,75.84,127.92,287.5,71175.8,29.27649132533065
2.69,2.26,1.25,76.31,127.3,268.21,69461.6,28.47477395885164
2.77,2.25,1.34,75.4,127.57,289.1,76337.3,31.910161747940716
2.87,1.77,1.56,75.85,127.28,270.59,73602.7,31.185365067925314
2.65,1.77,1.51,75.85,128.31,272.67,68551.4,27.78141585294531
2.78,1.76,1.76,75.73,127.7,246.23,74825.7,28.67516865725906
2.84,2.29,1.68,76.18,127.38,267.02,74284.4,32.44341392188346
2.89,2.16,1.72,75.69,127.34,272.79,63153.9,32.751884299638505
2.55,2.06,1.45,76.44,128.39,273.48,64708.9,26.79433187754989
2.56,1.87,1.49,75.27,127.73,281.91,75928.4,27.73024677027274
2.78,1.83,1.25,76.12,127.26,244.63,63106.9,26.435504004999185
2.63,2.19,1.67,75.63,127.98,283.54,74688.3,30.498702438735787
2.85,1.87,1.59,75.56,127.85,244.8,73665.1,29.07905584470279
2.66,1.93,1.61,76.46,127.57,258.64,75128.9,28.04981178439959
2.53,1.99,1.42,76.26,127.74,265.13,74512.7,26.154396345975098
2.5,2.12,1.65,76.07,127.72,287.4,72142.1,28.510124603787173
2.62,2.06,1.66,75.67,127.89,259.59,75802.7,28.07178764490413
2.81,2.19,1.4,75.54,127.59,271.11,63553.3,30.35278919971415
2.62,2.0,1.36,76.29,128.29,283.66,75423.4,28.72542953976767
2.56,2.17,1.29,76.16,128.43,278.28,70639.2,27.38566522320559
2.77,1.73,1.58,75.75,128.15,258.15,68821.7,28.470030871805076
2.65,2.14,1.77,75.57,127.34,267.39,66216.7,29.18251230560156
2.75,1.75,1.71,75.31,128.02,275.47,66705.5,29.86521846878861
2.64,1.87,1.31,75.31,127.55,252.42,65047.8,25.359101379663226
2.76,2.03,1.74,75.99,127.95,293.28,64515.6,32.48567944476156
2.61,2.24,1.27,76.41,127.3,288.95,69344.3,28.932854163847647
2.79,1.96,1.4,75.39,127.8,250.89,72372.6,28.254885420646016
2.74,2.26,1.28,75.7,128.26,281.94,66106.8,30.22089444051971
2.57,1.75,1.32,76.57,128.26,273.62,63367.2,25.799060037867545
2.64,2.29,1.46,75.48,127.63,261.11,68582.1,27.95526409090814
2.59,1.94,1.44,76.33,127.46,293.18,70425.1,28.854746475845783
2.7,1.89,1.53,75.63,127.74,246.18,65087.7,26.530254229600924
2.59,1.92,1.68,75.23,127.39,258.53,68886.4,26.75185851812307
2.63,1.75,1.59,76.05,127.3,271.07,72520.4,27.874791050748964
2.89,1.78,1.47,75.64,127.72,270.12,76434.4,31.25006742266748
2.86,2.12,1.69,76.43,127.3,268.22,73083.8,32.37160336190641
2.59,2.17,1.67,75.74,128.33,273.55,65264.6,28.504858920578723
2.77,1.73,1.34,76.19,127.66,287.22,72591.2,30.241276482988606
2.73,1.85,1.32,75.32,127.45,265.0,68724.4,27.737789544638755
2.54,1.75,1.29,75.46,127.78,262.95,73185.5,24.92126929960636
2.83,2.12,1.6,75.92,128.29,271.93,76772.7,32.10557672326263
2.75,2.27,1.6,76.29,128.44,254.51,76036.1,29.901497221942574
2.9,2.29,1.59,75.93,128.28,273.64,71612.6,33.450782925895965
2.89,1.79,1.26,76.41,128.34,259.85,74277.0,29.825960910535397
2.6,2.21,1.53,75.57,127.66,291.26,75767.6,30.219006273429496
2.85,2.12,1.8,76.19,127.68,242.73,73942.7,30.477856556003072
2.8,1.79,1.47,75.49,128.54,247.7,71869.0,27.930759915925474
2.68,1.91,1.54,76.34,127.66,249.49,64694.9,26.712676905457666
2.56,1.98,1.36,75.6,127.61,289.71,72445.4,28.006250761035627
2.51,1.95,1.31,76.56,128.4,275.27,70490.4,25.917045188866037
2.64,2.02,1.24,75.86,128.32,280.29,64869.3,27.74522673993442
2.88,2.25,1.71,76.14,128.44,244.28,69532.6,30.84728730805909
2.7,2.19,1.76,75.48,128.48,292.77,65454.8,32.063826695986904
2.66,1.9,1.4,75.62,127.21,247.6,72482.0,26.093904023058027
2.58,2.22,1.33,76.38,127.5,274.59,73454.2,27.799198401833902
2.65,2.04,1.5,76.01,127.85,275.25,63654.4,28.41294269343086
2.77,2.28,1.23,75.44,128.47,243.58,76072.9,28.035427125406724
2.79,2.29,1.5,75.62,127.68,268.68,65882.6,30.682857892409057
2.87,2.19,1.37,76.25,128.46,278.53,72010.3,32.376881618054085
2.76,1.77,1.39,75.2,128.24,253.07,75741.4,27.629599239842147
2.86,2.14,1.26,75.61,128.43,284.34,76386.1,32.323643138802254
2.71,1.85,1.44,75.99,128.43,259.81,68259.7,27.60758349272248
2.83,1.84,1.25,75.32,127.69,245.56,64222.5,27.100026084566704
2.54,2.24,1.46,76.04,128.2,267.78,74014.4,27.295296028381014
2.66,2.23,1.22,75.58,128.47,244.83,73368.3,26.342854717337783
2.55,2.07,1.62,75.74,128.23,245.99,65493.5,25.33343776633762
2.72,1.8,1.26,75.33,127.46,285.31,70075.6,28.908343629456905
2.84,1.81,1.34,75.84,127.63,252.74,67556.4,28.333718274673966
2.78,2.22,1.63,75.96,128.49,291.57,76537.6,33.44365453480623
2.73,1.71,1.64,75.67,127.51,277.6,71075.3,29.73300615228231
2.63,1.73,1.23,75.86,128.13,273.09,66929.3,26.3776674962246
2.73,2.25,1.39,76.14,127.27,277.71,66734.5,30.11288526185478
2.56,1.81,1.41,75.53,128.14,273.09,73142.7,26.503908178918774
2.7,1.83,1.55,75.29,127.51,276.91,72903.5,29.236163190589874
2.75,1.73,1.27,76.03,128.31,284.19,74435.0,29.553904417543205
2.55,2.24,1.65,75.55,127.65,254.05,74776.0,27.082023525399105
2.81,2.11,1.8,75.25,127.74,257.08,76121.9,31.087559988227095
2.83,1.87,1.22,75.92,127.44,277.61,70497.8,30.120599975690535
2.76,1.77,1.34,75.33,127.69,242.56,74278.5,26.572794735989415
2.76,2.02,1.61,75.22,127.66,282.46,70289.5,31.170237533099222
2.6,2.15,1.34,76.0,127.57,269.57,69733.3,27.335860649415277
2.88,1.73,1.51,75.48,128.14,285.41,64356.4,31.670605384576785
2.85,2.14,1.41,75.57,128.44,273.98,71606.4,31.587890748975493
2.55,2.29,1.53,76.35,128.43,247.8,69670.0,26.021829879464345
2.63,1.75,1.54,75.49,127.95,245.97,74757.8,25.77351486145744
2.8,1.94,1.64,75.78,128.15,288.21,72799.9,32.433967266798504
2.71,1.82,1.62,76.56,128.25,279.36,69145.1,29.906631731120907
2.56,2.0,1.2,76.05,127.6,283.8,76161.6,27.323099875632234
2.54,2.21,1.54,75.96,127.9,272.66,67415.7,27.483697060141704
2.81,2.21,1.47,75.28,127.86,277.6,66401.5,31.337417440777468
2.5,2.18,1.3,76.01,127.47,282.66,66946.4,26.675337330794488
2.71,1.76,1.53,75.72,128.36,283.77,72975.3,29.799504447142905
2.75,1.95,1.57,76.05,128.42,260.86,64926.3,28.804170756795425
2.64,1.88,1.29,75.29,128.17,259.78,65674.6,25.923541829542042
2.59,1.84,1.6,75.92,128.41,268.58,73435.1,27.431503615691778
2.83,2.01,1.76,76.05,128.32,267.15,67919.2,31.55892703938741
2.61,1.98,1.31,75.43,127.48,290.35,67390.6,28.258644857999226
2.66,2.2,1.28,75.86,127.43,290.93,75979.3,30.10783524914461
2.54,1.9,1.45,75.58,128.55,257.57,64006.2,24.90128463245821
2.54,2.27,1.49,76.24,127.21,247.48,66167.6,25.44827834932823
2.56,1.76,1.25,76.13,128.44,284.68,64556.7,26.254117699684112
2.56,1.94,1.24,76.33,128.56,284.82,76913.5,27.44239420012263
2.67,2.16,1.66,76.31,127.71,261.92,65141.7,28.688028011209322
2.52,1.81,1.52,76.32,127.93,285.96,74623.5,27.493085852206033
2.51,2.3,1.36,76.44,127.54,271.45,70700.5,26.732959743951366
2.59,2.07,1.27,76.57,127.98,265.2,72317.1,26.58165800916151
2.5,2.16,1.72,75.7,127.31,261.7,70941.0,26.81356642464038
2.69,2.1,1.65,76.56,128.13,248.41,68759.3,27.898863167233
2.74,2.2,1.28,76.38,127.42,241.45,71429.9,27.104778783836874
2.5,1.73,1.38,76.22,127.75,280.69,64308.1,25.480873605875328
2.55,1.98,1.5,75.98,127.32,249.62,70254.3,25.243635580709334
2.88,1.7,1.7,75.28,127.61,268.06,68479.7,30.98899289880023
2.76,1.87,1.7,76.26,127.68,250.33,72107.0,28.775796411828534
2.82,1.71,1.22,76.45,128.42,272.28,72613.0,29.414137383419412
2.73,2.15,1.71,75.77,128.16,269.93,73380.2,30.80975085103807
2.52,1.78,1.62,75.28,128.15,286.54,69610.0,27.351763913698615
2.81,1.83,1.21,75.57,127.34,276.62,75849.9,29.80562045940894
2.5,2.03,1.3,76.46,127.38,271.94,65600.0,25.420712653626875
2.58,2.07,1.69,75.63,128.55,253.59,71427.3,26.937433417139342
2.6,1.92,1.75,75.77,127.98,288.96,70954.3,29.825281829428942
2.58,2.3,1.62,75.68,128.08,280.51,68278.6,29.2894455709453
2.81,2.07,1.4,76.41,128.05,266.98,70368.5,30.226862735532674
2.9,1.87,1.34,76.17,128.33,244.71,68829.3,28.84715596204762
2.63,1.95,1.61,75.35,127.22,252.59,75184.5,27.03638197886971
2.59,1.83,1.75,75.77,127.89,285.11,75080.2,29.3610122425149
2.58,1.89,1.26,76.17,128.19,286.4,71264.3,27.454267144858473
2.79,1.75,1.55,76.37,127.4,267.87,73429.6,29.8616139277575
2.72,2.22,1.67,75.39,127.36,275.6,67035.2,30.7011727284389
2.64,1.81,1.31,75.73,127.25,241.66,74079.9,24.98259099210929
2.8,2.13,1.58,76.16,127.95,272.21,73859.5,31.507674470995422
2.82,2.13,1.54,76.44,127.38,249.05,68773.2,29.396535487683874
2.86,1.76,1.33,76.59,128.51,280.47,75622.4,31.331598634901976
2.85,1.76,1.28,75.84,127.97,264.39,76268.2,29.5784021543551
2.73,1.89,1.27,76.1,128.24,276.36,69583.4,28.815095961728726
2.67,2.09,1.78,76.43,128.21,249.88,75347.7,28.568984828522044
2.76,1.96,1.47,75.97,128.01,247.78,70982.5,27.87240606501734
2.73,1.95,1.41,76.43,128.08,264.41,71003.2,28.62346548327707
2.73,1.86,1.4,75.62,128.29,266.8,76030.5,28.70096787257057
2.59,1.95,1.33,75.37,127.42,285.17,65663.8,27.446053170784236
2.84,2.23,1.43,75.45,128.57,250.54,65297.3,29.43745843426927
2.51,1.88,1.29,75.87,127.31,263.38,68867.8,24.677206671511495
2.83,2.23,1.57,75.28,128.33,244.41,72409.8,29.626387574193128
2.75,2.22,1.64,75.51,127.93,271.39,75903.2,31.23559276182152
2.69,2.16,1.21,75.95,128.12,285.3,71835.9,29.571529669609955
2.81,1.82,1.33,76.43,128.59,290.71,73243.8,31.41723674317336
2.67,1.72,1.21,76.14,127.84,255.91,63498.6,25.440915542917306
2.55,1.95,1.53,75.45,128.01,242.95,70745.0,24.742061377105525
2.73,2.06,1.65,75.66,128.18,260.74,72872.0,29.501785322792667
2.82,2.16,1.79,76.03,128.27,251.09,75035.2,30.940571673665428
2.55,1.83,1.55,76.59,128.37,270.04,74266.5,26.88206934850791
2.89,2.04,1.39,76.52,127.63,263.71,63620.2,30.623587513787808
2.56,1.83,1.74,76.09,127.4,271.38,68265.1,27.470445384880914
2.55,2.13,1.47,76.53,128.37,260.23,67235.9,26.19317678345544
2.72,1.74,1.59,76.02,127.2,264.84,75890.9,28.78739833091151
2.74,1.94,1.65,76.23,128.15,265.98,67840.7,29.556849943274525
2.72,1.71,1.7,75.68,127.71,284.81,73316.4,30.54795041348643
2.54,1.72,1.27,75.9,128.12,259.36,70491.1,24.437837351203594
2.73,2.06,1.65,76.49,128.58,281.73,66291.1,30.974393005165663
2.89,2.28,1.28,76.41,128.12,266.31,65848.2,31.2287813843252
2.78,1.8,1.28,75.88,128.06,258.82,68057.4,27.822800915053445
2.82,1.75,1.52,75.66,127.68,246.94,72706.9,28.25753680531488
2.85,2.13,1.64,76.48,128.02,282.53,73388.1,33.37411215667828
2.73,2.24,1.36,75.87,128.38,292.98,72360.4,31.57138699049676
2.56,2.16,1.69,75.45,128.2,269.18,73325.1,28.249471105230096
2.77,1.73,1.6,76.02,127.33,248.44,70935.2,27.90822578803863
2.54,2.14,1.46,75.28,127.68,273.76,70163.5,27.176534074492903
2.54,2.13,1.26,76.52,128.32,257.71,74975.3,25.595055941561437
2.84,1.75,1.33,75.24,127.48,288.45,75474.1,31.24689254777115
2.54,1.96,1.67,76.44,127.21,260.7,69239.0,26.51256641883128
2.88,2.24,1.78,76.34,127.93,255.82,64175.3,31.81796198407744
2.55,2.14,1.27,76.38,127.81,264.74,64883.2,25.739570354578742
2.62,1.73,1.62,75.98,128.28,269.29,68198.3,27.39866634287773
2.84,1.85,1.27,76.13,127.85,243.73,65234.3,27.44458938928153
2.89,2.29,1.43,76.14,127.98,264.73,70045.5,31.849202812910217
2.66,2.22,1.76,76.36,128.1,275.29,68440.4,30.419223196429467
2.6,1.82,1.27,75.38,128.04,246.21,75675.5,24.76938525402056
2.78,1.84,1.64,75.37,127.97,266.46,73751.6,29.978238867094543
2.54,1.7,1.57,75.25,127.46,270.35,72281.2,26.16800248600077
2.66,1.93,1.3,75.83,127.68,243.08,65686.4,25.18814148147771
2.7,1.92,1.26,76.28,128.21,263.99,67251.5,27.35658629937029
2.57,2.07,1.41,76.59,127.93,259.67,67260.8,26.07065549037338
2.78,2.18,1.49,76.43,127.3,268.06,71181.5,30.48893958416738
2.72,2.0,1.62,75.66,127.43,251.72,63805.5,27.781139889908328
2.83,1.96,1.57,75.39,127.74,273.52,66733.0,30.947399680322743
2.83,1.9,1.68,76.5,128.21,262.72,68681.6,30.69380150157178
2.74,1.87,1.56,75.6,128.01,285.72,74937.6,30.89626579868172
2.63,2.2,1.73,75.33,127.98,285.47,67471.0,30.44488888099772
2.76,1.74,1.24,76.13,127.61,265.7,67784.3,27.82143386523614
2.61,1.76,1.71,75.51,128.05,278.66,63618.1,28.01195689194901
2.72,2.1,1.67,75.53,127.91,264.66,70689.9,29.717941055257253
2.72,1.95,1.3,75.77,127.45,259.32,70644.7,27.568370122291636
2.64,2.27,1.52,75.61,128.56,272.17,72545.2,29.274996117024212
2.69,2.28,1.36,75.56,127.57,255.81,71784.6,28.037900883611538
2.56,1.82,1.63,75.63,127.74,255.08,68747.0,25.703049840863283
2.88,2.29,1.2,75.35,128.11,247.07,74522.1,29.616412229864064
2.81,1.88,1.51,75.33,128.34,259.5,73347.0,29.448968492430705
2.56,2.2,1.37,75.95,127.4,287.53,74651.3,28.655285072816238
2.62,1.94,1.24,75.85,128.1,254.98,73493.7,25.84446970402666
2.68,1.81,1.68,76.25,128.37,279.93,66384.5,29.50352291871911
2.88,1.71,1.43,75.7,127.35,242.85,73208.3,28.346137156819847
2.52,2.18,1.28,76.35,128.35,283.49,74111.6,27.38378938322364
2.81,2.17,1.58,75.92,127.65,283.42,69415.9,32.417826044280105
2.79,1.87,1.7,76.09,128.11,243.57,68208.8,28.396562394244253
2.58,1.78,1.66,75.79,127.21,260.06,69327.7,26.42781878319442
2.76,2.27,1.22,76.59,128.09,256.31,63926.1,28.205175817357595
2.84,1.89,1.23,75.21,127.54,263.4,76390.1,29.35861527236852
2.74,1.84,1.31,76.04,128.44,285.9,74216.9,29.964424592314796
2.85,1.79,1.53,76.53,127.44,241.1,65359.3,28.13424464753359
2.61,1.87,1.77,75.55,127.92,262.47,76183.6,28.057361999142923
2.56,1.76,1.3,75.27,128.5,281.09,67948.0,26.207774349273105
2.83,1.93,1.44,76.21,128.26,287.96,74480.2,32.22780330585681
