outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.63,2.23,1.69,75.6,128.03,270.03,76461.2,29.703586530861227
2.66,1.83,1.59,76.59,127.47,260.21,74546.5,27.8357471558603
2.64,2.29,1.78,76.23,127.65,292.05,70902.3,31.91596688682932
2.62,1.85,1.52,75.23,127.34,250.01,75351.0,26.106394661437772
2.84,2.21,1.29,76.41,127.89,291.92,71446.1,32.7465160436941
2.63,1.89,1.7,75.97,127.71,255.67,69515.6,27.26416183821129
2.7,1.77,1.22,75.45,128.41,260.5,76395.0,26.96589895247666
2.7,2.09,1.47,75.41,127.34,251.81,73900.4,27.76047190530812
2.61,2.1,1.3,76.08,127.23,254.9,64741.0,25.79847241968127
2.55,1.75,1.35,75.25,127.97,262.5,68595.1,24.89337341671955
2.55,1.79,1.79,76.18,128.25,243.04,68477.0,25.241823806232784
2.51,2.04,1.45,75.79,128.23,250.89,68516.1,24.6817414524113
2.56,2.29,1.47,75.59,127.64,265.77,64164.9,26.98708404119611
2.79,1.98,1.68,75.59,127.71,250.4,69597.8,29.13362195934496
2.62,2.23,1.2,76.06,127.22,271.12,64576.9,27.17824254154061
2.72,2.29,1.55,75.7,128.32,244.09,76503.0,28.492547779650177
2.68,1.96,1.58,76.19,128.06,284.15,75791.8,30.380122469673775
2.74,1.88,1.27,75.88,127.61,259.03,67249.0,27.38584468143676
2.73,1.88,1.24,75.37,127.42,282.76,76899.2,29.405849382754692
2.54,1.8,1.61,76.38,128.37,259.57,74294.1,26.07859982376362
2.71,2.28,1.37,75.81,127.29,253.69,72661.8,28.213990921993737
2.72,1.96,1.77,75.86,128.37,246.19,70248.6,28.22213828112785
2.66,1.93,1.29,75.79,128.46,254.83,71183.2,26.381070364744343
2.71,1.83,1.49,76.07,127.46,290.34,69615.0,30.224519802900883
2.82,1.91,1.78,75.5,127.87,272.81,67091.7,31.47998115892676
2.88,1.9,1.52,75.52,127.5,285.91,69067.5,32.50033879350178
2.83,2.08,1.25,76.52,128.08,287.4,72252.9,31.79229814045004
2.78,2.16,1.24,75.31,127.57,265.22,64556.3,28.8408572122496
2.6,1.74,1.32,76.3,127.39,280.98,71211.5,27.16977458131168
2.83,1.72,1.59,75.72,128.1,282.79,73025.9,31.590094512381707
2.77,1.97,1.48,76.33,127.71,241.64,72772.4,27.69631138846
2.52,1.73,1.41,76.06,127.5,271.77,71706.6,25.636832555398197
2.77,2.0,1.6,75.65,128.5,260.13,76744.7,29.876468180255298
2.65,2.04,1.26,76.49,128.57,254.48,69319.4,26.353592741119765
2.52,1.79,1.79,76.54,127.71,268.05,69546.4,26.890137000425735
2.71,1.77,1.72,76.5,127.94,292.02,67870.2,31.12893384779647
2.57,2.24,1.79,76.46,127.27,281.79,73770.5,30.095425394820264
2.81,1.84,1.75,75.89,127.53,278.14,76425.7,32.079147719118396
2.89,2.16,1.72,76.04,127.42,280.16,72966.9,34.03637537268594
2.87,2.24,1.31,75.8,128.2,265.48,63231.4,30.6532713703167
2.59,1.86,1.8,75.26,128.08,248.17,69588.2,26.2842468060752
2.58,2.27,1.35,75.8,127.73,260.13,70818.6,26.768335616488
2.76,2.03,1.48,75.49,127.83,278.75,71531.3,30.55752229443146
2.81,2.2,1.74,75.78,128.35,245.88,72283.5,30.089625175986836
2.5,1.91,1.77,76.11,127.87,251.36,71345.2,25.59513271128139
2.57,1.83,1.56,76.24,127.48,248.63,73102.0,25.464774021229456
2.78,1.79,1.32,75.51,128.21,245.96,69419.4,26.902368322876324
2.75,1.75,1.47,76.52,128.46,244.61,68194.7,26.91188608966672
2.78,2.29,1.36,76.08,127.75,256.4,66601.5,29.124586383302695
2.66,2.13,1.56,75.4,128.36,288.75,76423.9,30.80887587592883
2.65,1.72,1.27,76.36,127.42,287.83,76717.7,28.489833580525893
2.73,2.21,1.61,75.42,128.02,246.33,76525.0,28.749721641118068
2.66,1.97,1.29,75.42,128.46,271.74,69943.9,27.652487988692197
2.59,2.24,1.53,75.32,128.48,259.7,71718.9,27.460738964884964
2.69,2.25,1.79,75.21,128.41,276.0,73125.5,31.27176567933122
2.81,1.87,1.25,75.25,128.46,250.66,65573.6,27.407085499867318
2.85,1.8,1.38,75.56,128.25,246.32,64155.4,27.81457361936111
2.67,2.07,1.69,75.79,127.24,254.32,63253.4,27.741719170992493
2.74,1.75,1.25,75.74,127.47,291.91,68223.9,29.536951826026776
2.58,2.08,1.79,75.43,128.44,267.0,72219.4,28.441596407538437
2.78,1.81,1.53,75.27,127.6,266.23,72625.3,29.35277347640783
2.7,2.0,1.67,76.37,127.48,288.8,71426.7,31.28930156015235
2.89,2.0,1.28,75.5,127.26,243.27,63026.3,28.18855416594192
2.58,1.93,1.73,75.86,128.35,259.83,65871.8,26.88325124245352
2.82,1.82,1.43,75.47,128.41,293.15,73485.3,31.924683193067377
2.65,1.94,1.57,75.92,127.3,276.0,66058.2,28.57566386729786
2.55,1.74,1.66,76.08,127.71,269.26,69655.0,26.69610004207777
2.76,1.97,1.21,76.29,127.36,252.15,75905.2,27.658439404766224
2.5,2.25,1.4,76.5,128.02,253.78,68394.2,25.146030343283766
2.63,2.09,1.67,75.58,128.29,275.54,73426.3,29.480553129022493
2.6,2.07,1.71,76.52,127.22,283.91,66044.6,29.46696320824969
2.67,2.25,1.4,75.52,127.49,268.14,69004.6,28.61970699741857
2.74,1.81,1.25,75.59,128.37,281.51,74821.8,29.279912811127584
2.85,1.88,1.67,76.21,128.49,281.12,75885.8,32.79323872930706
2.82,1.79,1.24,75.68,127.82,247.17,66636.6,27.17571082522465
2.65,1.76,1.62,76.31,128.4,258.23,68103.5,27.094102655990465
2.75,2.06,1.61,76.45,128.46,267.23,76482.6,30.469707373443608
2.68,1.96,1.79,75.24,127.7,281.73,68986.9,30.429373113489415
2.81,1.73,1.68,75.22,127.99,250.6,63130.9,28.243352206712185
2.52,1.96,1.47,75.54,127.32,282.63,67612.3,26.939283375489477
2.66,2.1,1.28,75.9,127.52,249.48,67526.3,26.16095784827075
2.59,2.27,1.7,76.52,127.96,285.07,68260.9,30.06195059732124
2.79,1.9,1.46,76.49,127.35,276.26,69396.8,30.39472485049816
2.9,1.84,1.58,75.39,128.6,288.94,68785.6,33.09159084425198
2.84,2.29,1.55,75.51,128.52,272.71,71284.3,32.27522547376293
2.7,2.05,1.27,76.05,127.67,244.21,65300.0,26.037023558236225
2.83,2.19,1.58,76.59,128.48,271.34,69017.8,31.830682981859805
2.88,1.84,1.4,76.2,128.51,287.82,66766.2,32.14825335069531
2.63,1.74,1.72,76.02,127.85,245.92,65051.9,25.939507721550168
2.58,2.09,1.28,76.1,127.9,275.34,66252.4,26.930814190595125
2.9,1.93,1.73,76.26,128.03,269.79,76351.4,32.94060150637313
2.7,2.14,1.22,76.43,127.42,277.65,71255.6,29.04677812962279
2.56,2.11,1.23,76.33,128.24,277.18,74955.7,27.1800650977093
2.66,2.29,1.62,75.89,127.59,241.87,67321.9,27.20960267804605
2.55,1.72,1.49,75.38,127.42,264.05,76745.7,25.900993184180603
2.69,1.96,1.39,75.8,127.98,286.87,74445.0,29.887650085978517
2.8,2.17,1.45,76.22,128.14,258.15,67202.5,29.60669774241273
2.55,1.94,1.33,76.4,127.8,250.62,63003.3,24.284834854605943
2.57,1.98,1.23,75.63,127.36,289.97,70026.6,27.565938619385744
2.71,1.97,1.32,76.5,128.31,285.78,74042.5,29.93177671145963
2.86,1.75,1.49,76.07,128.31,268.79,72824.2,30.67044322032893
2.55,1.99,1.58,75.83,127.34,267.15,65422.3,26.593816892923197
2.69,2.15,1.75,76.52,128.37,242.68,76060.4,28.327300046573438
2.67,1.9,1.53,75.24,128.52,283.93,67724.6,29.189536474505072
2.7,1.85,1.59,76.18,128.31,248.23,74911.4,27.471908667459157
2.63,1.86,1.53,75.3,127.74,245.03,64086.6,25.28286679786356
2.56,1.79,1.44,75.23,128.45,257.21,68829.0,25.050374859679774
2.76,2.07,1.6,75.71,128.46,268.6,74882.5,30.549048710641724
2.65,2.28,1.79,76.42,127.37,255.16,63583.1,28.59325091957839
2.61,2.3,1.36,76.47,128.36,293.52,66336.6,29.63868132588004
2.7,1.77,1.51,75.26,127.56,258.31,66401.5,27.065844112099395
2.88,2.16,1.28,75.83,127.56,278.72,74422.6,32.135068035152244
2.56,1.75,1.72,75.3,127.4,249.51,72506.4,25.570103888420814
2.86,1.8,1.74,76.59,128.59,246.66,70730.6,29.85872592355349
2.67,2.14,1.42,75.63,128.51,282.46,63402.8,29.198718069780508
2.84,2.2,1.6,75.3,128.13,292.1,64642.8,33.361194112353814
2.67,2.27,1.31,75.32,128.51,256.47,72527.6,27.707550233852654
2.51,1.73,1.46,76.53,128.51,245.16,67522.3,23.53265824441166
2.85,1.94,1.48,75.66,128.25,286.6,71121.9,32.292433601999164
2.53,1.84,1.3,76.18,127.56,291.43,65891.9,26.7812654126767
2.53,1.73,1.62,75.24,128.33,257.27,75214.0,25.498692256404862
2.68,2.17,1.73,75.2,128.41,269.58,74142.9,30.164613939461784
2.72,2.23,1.78,75.91,127.49,281.17,63070.2,31.507207379350458
2.66,1.93,1.38,76.5,127.88,265.72,76909.1,27.88177740493256
2.7,1.92,1.6,75.89,127.9,286.47,74413.3,30.70297709096496
2.68,1.82,1.79,75.38,127.24,286.62,67288.2,30.324604179598733
2.73,2.19,1.24,75.27,128.26,288.22,75879.6,30.73833540561702
2.75,2.27,1.3,75.32,127.37,248.24,69350.1,27.846037359042835
2.53,2.02,1.62,75.61,127.72,264.14,69615.2,26.547182804887026
2.86,2.22,1.28,76.21,128.49,251.03,65582.1,29.355656677753014
2.58,1.86,1.44,76.13,128.03,254.79,76747.7,25.926616322265996
2.89,2.2,1.57,76.09,128.45,273.54,64247.4,32.56838394451097
2.81,1.79,1.43,75.58,128.53,262.05,75434.4,29.32064718198762
2.89,2.07,1.52,76.22,127.42,290.04,70852.0,33.74607462660424
2.61,2.08,1.39,75.39,128.19,253.2,64412.7,25.837033966142027
2.66,2.14,1.7,76.17,128.51,250.11,63788.8,27.599299124004002
2.53,1.9,1.31,76.35,128.24,246.44,74568.6,24.20022090516306
2.58,1.73,1.67,76.2,128.33,240.41,63080.9,24.546171674872763
2.69,1.71,1.53,75.82,127.88,255.67,68450.5,26.918372503698034
2.88,2.1,1.77,75.63,127.39,260.94,74515.2,32.21892817417654
2.53,1.93,1.41,76.49,128.21,280.86,63742.1,26.521166873479384
2.75,1.93,1.71,75.62,127.77,250.27,69094.5,28.52872803702382
2.81,2.03,1.43,75.72,127.99,287.76,65607.8,31.548929867425723
2.71,2.15,1.3,75.64,128.47,258.13,75647.2,28.206834133237518
2.85,1.77,1.72,75.84,127.3,272.04,76223.4,31.77232823060353
2.6,2.14,1.73,75.93,128.58,266.31,72724.1,28.693543392319494
2.59,2.13,1.36,75.49,127.58,288.49,64616.9,28.290472824857826
2.85,2.28,1.54,75.99,127.63,242.86,74594.6,29.954498874759675
2.58,1.81,1.41,76.57,127.58,252.27,75885.7,25.496017591515166
2.6,1.75,1.74,75.37,127.39,287.49,64112.2,28.63591122955358
2.61,2.02,1.51,75.74,127.75,267.8,73353.3,27.774608382627203
2.68,1.85,1.76,75.63,127.4,243.88,69309.8,27.026487805225084
2.9,1.88,1.26,75.38,128.58,263.33,71415.3,30.11255237333489
2.62,2.28,1.36,75.53,127.94,250.24,67648.2,26.430947075506875
2.79,2.17,1.62,75.26,128.48,284.05,76691.9,32.660016167870594
2.69,1.93,1.7,75.33,128.42,264.32,66259.8,28.577128991506466
2.67,1.71,1.66,75.24,127.36,268.41,74318.0,28.273726496671653
2.83,1.82,1.67,76.37,127.81,243.62,70200.0,28.875419416296605
2.51,2.27,1.53,75.53,127.24,282.02,67905.0,27.903646709647884
2.82,1.86,1.73,75.76,128.49,290.99,72325.6,33.06816029694642
2.73,2.18,1.48,76.07,127.82,258.63,63903.9,28.564534762701665
2.53,2.17,1.66,76.1,127.31,288.33,71967.4,29.18177913324814
2.74,2.11,1.76,75.78,127.57,252.21,75415.4,29.61391409010559
2.84,2.21,1.29,75.95,128.43,257.65,71912.7,29.947129712842067
2.83,2.27,1.78,76.27,127.65,268.66,76399.0,32.937598871693694
2.76,1.91,1.22,76.18,127.76,275.4,70222.9,29.09148287469588
2.86,2.11,1.51,76.42,127.38,275.45,64206.1,31.795387990024548
2.89,2.02,1.65,75.23,127.31,285.39,76700.5,33.75281815815083
2.69,1.94,1.29,75.77,127.82,256.3,67008.9,26.673018425763754
2.51,2.15,1.78,75.23,128.49,275.56,64503.7,27.77735095464652
2.77,1.94,1.44,75.92,128.24,257.26,65070.9,28.29081942432037
2.82,2.14,1.37,75.55,128.04,268.52,74759.0,30.709266809192396
2.54,2.19,1.73,75.76,127.8,264.53,74402.7,27.932494751337114
2.67,1.92,1.68,76.22,127.61,244.62,73169.6,27.16506812438433
2.58,2.27,1.37,75.79,128.16,250.48,74570.1,26.32968352993623
2.56,1.92,1.32,75.24,127.59,278.34,74784.3,26.93482516875599
2.71,2.07,1.78,76.37,127.49,265.83,67078.8,29.934351904946535
2.85,1.85,1.54,75.55,128.55,267.18,67915.9,30.42880654899852
2.76,2.13,1.57,76.0,128.47,276.4,74292.1,31.264314477026797
2.67,2.04,1.34,75.55,128.6,258.36,70418.1,27.178018902955838
2.76,1.88,1.29,76.22,128.45,276.09,71661.1,29.41224344384261
2.71,2.23,1.67,75.67,128.36,255.23,67996.6,29.056616965826375
2.74,1.91,1.27,76.45,128.31,257.74,64970.5,27.34457152289485
2.65,2.27,1.41,75.58,128.05,273.13,74929.1,29.211766290390184
2.71,2.29,1.69,76.07,128.32,270.69,76120.3,31.09589762719929
2.87,1.88,1.56,75.84,127.41,241.28,73183.8,28.985093492504117
2.63,1.83,1.76,76.01,127.91,247.47,64119.8,26.379865366248392
2.62,2.0,1.54,75.74,128.03,262.24,69411.9,27.30900745515464
2.56,2.22,1.43,75.93,128.31,269.83,64410.9,26.994204916696614
2.79,2.08,1.46,76.45,127.73,266.91,67102.6,29.98299556734332
2.69,1.75,1.47,75.89,127.24,292.96,66004.2,29.576250195269036
2.72,1.8,1.49,76.2,127.6,283.37,75923.5,30.11390918645247
2.79,1.86,1.78,75.58,128.12,262.84,73368.6,30.460106713773254
2.67,1.9,1.59,75.96,127.78,267.85,64679.6,28.122739216187707
2.55,2.2,1.51,76.51,127.24,283.67,72567.5,28.620148864253334
2.8,2.17,1.75,75.56,128.07,289.07,75208.0,33.727089663633706
2.66,1.96,1.76,75.96,127.98,258.2,65291.9,28.060233633998674
2.74,2.07,1.68,75.51,128.13,292.17,70002.6,32.19576359255916
2.75,1.83,1.57,76.6,128.11,276.0,63979.3,29.76817711612443
2.55,1.98,1.73,76.13,127.71,279.11,71195.2,28.474603891184753
2.79,1.99,1.66,75.36,127.5,283.41,72605.7,31.94919646400785
2.74,2.02,1.24,76.54,128.09,292.75,73027.1,30.712500715450684
2.72,2.3,1.71,76.55,128.08,259.47,69967.8,30.06832547044257
2.75,2.02,1.65,75.63,127.68,289.48,66137.2,31.62384537842456
2.83,1.82,1.26,75.75,128.1,260.75,74844.1,29.011478697549816
2.89,1.91,1.43,75.94,127.24,268.83,69750.1,31.040158035224973
2.82,2.18,1.46,75.74,127.66,293.36,74838.2,33.21812640802
2.89,1.92,1.54,75.42,127.63,261.22,75384.5,31.011615280595148
2.8,1.75,1.26,76.16,127.29,281.84,73249.9,30.02761424846687
2.63,1.74,1.38,76.17,127.93,275.44,66805.0,27.127280121205782
2.88,2.04,1.26,75.71,128.23,268.71,75861.1,31.0183045402739
2.67,1.75,1.72,76.36,128.08,248.05,68884.4,26.971807269741927
2.84,2.04,1.26,76.16,128.58,242.01,68483.7,27.962318575639184
2.67,1.92,1.48,75.52,128.52,259.37,73618.7,27.56636105190182
2.64,1.85,1.44,76.32,127.88,285.87,76072.9,29.117340915719748
2.66,2.26,1.71,76.5,127.78,286.35,76436.4,31.66589753976586
2.72,1.73,1.51,76.14,127.26,290.96,64245.0,29.926746459481134
2.78,1.8,1.56,76.16,128.29,281.01,74241.5,31.000870942036155
2.79,2.09,1.71,76.38,128.38,245.94,74520.1,29.592946628757087
2.76,1.92,1.77,75.85,128.58,291.14,73149.7,32.59942623483403
2.65,2.0,1.8,75.31,127.7,283.05,71545.6,30.44698178910266
2.73,1.85,1.77,75.69,127.77,244.16,75857.9,28.151012608098082
2.63,1.77,1.47,75.85,128.16,260.52,63876.8,26.140936539149376
2.78,1.98,1.65,75.64,127.55,269.58,66758.1,30.327513762222676
2.64,1.79,1.66,76.2,127.88,273.45,66225.1,28.256151558556777
2.67,2.18,1.37,76.04,128.46,286.93,75880.5,30.27154619565999
2.82,2.27,1.55,75.64,127.46,242.55,67026.2,29.070394765316106
2.68,1.82,1.4,75.6,127.68,284.34,66470.7,28.665968575692542
2.74,2.07,1.29,75.67,127.62,241.93,66067.9,26.5063346625393
2.76,1.96,1.64,76.43,127.33,277.88,75540.1,31.251428434573082
2.51,2.21,1.32,75.38,128.52,246.35,74443.3,24.76843940836704
2.52,2.03,1.53,76.58,127.62,275.16,71906.1,27.13820750498257
2.59,1.81,1.47,75.86,127.22,288.89,66102.9,27.961797160446164
2.5,2.28,1.5,75.94,128.45,262.02,64732.3,25.9982882512553
2.55,2.18,1.61,76.1,127.96,293.5,65562.4,29.326260416775423
2.75,2.1,1.57,75.42,128.41,250.16,73235.1,28.713193930151302
2.68,1.78,1.58,75.58,127.91,286.56,65843.4,29.35640775796423
2.59,1.85,1.29,76.46,128.18,281.48,69075.7,27.133570991166263
2.68,2.29,1.3,76.29,128.16,288.54,76620.5,30.63028683723257
2.89,2.12,1.66,76.44,127.63,250.31,67190.7,30.847040334376057
2.5,1.75,1.25,75.96,128.57,281.79,74500.6,25.734968976555134
2.89,1.95,1.39,75.94,127.87,248.1,70017.4,29.341694795339205
2.73,2.17,1.43,76.53,127.37,250.64,73868.6,28.24845664135557
2.59,1.92,1.35,76.34,127.4,285.12,64711.9,27.524965565842873
2.6,2.1,1.51,75.99,127.59,289.89,63369.0,29.005505326013232
2.67,1.93,1.64,75.31,128.08,276.04,75059.6,29.533753376558362
2.66,1.96,1.25,75.3,127.81,257.99,66086.1,26.182115075478688
2.52,2.18,1.53,76.01,128.44,284.27,63780.5,27.731306663750953
2.62,1.95,1.33,75.77,128.38,270.37,69799.4,27.09901269159752
2.61,1.73,1.71,75.7,127.25,266.41,63727.5,27.04167281934519
2.74,1.88,1.74,75.24,127.96,259.25,66025.0,28.820709511138826
2.85,2.09,1.52,76.11,127.22,287.02,70086.6,32.86879507950505
2.79,2.25,1.62,75.88,127.58,267.67,69938.9,31.19850350457659
2.76,2.03,1.7,76.06,128.06,246.82,75918.0,29.081252690019024
2.8,1.91,1.24,75.57,128.39,242.71,74643.8,27.30804198554119
2.74,2.13,1.26,75.5,127.62,271.76,66523.6,28.927438398106343
2.77,2.08,1.79,75.74,128.28,292.19,71325.9,33.27110921235271
2.72,2.05,1.47,76.59,127.2,256.83,76524.1,28.575460610023125
2.8,1.82,1.5,75.78,127.44,249.04,69944.7,28.136384347472696
2.51,1.9,1.47,76.54,127.44,263.38,68593.7,25.375934620892732
2.57,1.87,1.47,76.14,127.53,285.66,76875.0,28.26331562603195
2.6,1.92,1.61,75.49,127.36,246.18,70739.2,25.83389084406576
2.75,2.03,1.33,76.38,127.38,241.1,76323.4,27.19262841144018
2.73,1.91,1.63,75.74,127.93,253.87,65777.7,28.039169882636767
2.51,2.01,1.5,75.23,127.22,260.16,66636.2,25.27071874106286
2.76,1.96,1.55,75.33,127.3,268.09,71891.3,29.679903156187375
2.65,1.77,1.73,76.08,127.46,262.63,71229.8,28.019296199628908
2.78,1.89,1.25,75.63,127.51,270.55,68360.3,28.81835875554111
2.63,2.06,1.79,75.23,127.77,274.52,74713.4,29.785467362631262
2.86,2.02,1.63,75.43,127.94,251.96,65231.8,29.880944882736227
2.51,1.9,1.5,76.05,127.42,290.46,63685.4,27.16052722090728
2.63,1.99,1.66,75.25,128.35,266.84,66057.0,27.92924780885016
2.77,1.86,1.5,76.47,128.22,257.41,67345.4,28.534133977645975
2.87,1.84,1.64,75.77,127.93,270.01,66042.6,31.24130823198811
2.63,1.79,1.67,75.7,128.11,267.57,69593.0,27.77792413112274
2.75,2.2,1.6,76.36,127.64,293.66,75131.2,32.90209836423696
2.69,2.28,1.23,75.92,127.94,279.89,63248.7,29.04718332077277
2.7,1.99,1.68,75.69,127.71,280.78,63458.4,30.060744285209804
2.72,2.15,1.79,75.21,128.23,287.51,66429.4,31.921125649719666
2.68,1.79,1.46,76.54,127.46,248.53,70685.5,26.424497560386722
2.61,1.71,1.7,75.9,128.39,281.9,73727.0,28.806604231126922
2.88,1.89,1.37,75.39,128.5,289.31,76945.3,32.64988086075516
2.87,1.86,1.4,76.57,128.52,262.81,64233.3,29.920526699793978
2.62,1.79,1.42,75.75,128.02,270.07,74353.0,27.207850352731835
2.84,2.23,1.35,76.03,127.51,271.18,70400.1,31.18501438102498
2.53,1.8,1.69,76.12,128.15,274.83,69429.8,27.09739823739744
2.8,1.78,1.77,75.9,127.44,292.29,72276.9,32.81643100358417
2.88,1.77,1.64,76.43,127.21,269.71,75516.0,31.79519659493246
2.58,2.09,1.57,75.91,128.03,283.2,73189.0,28.99410410458415
2.57,2.15,1.74,75.35,127.6,289.58,69062.7,29.883417450796056
2.5,2.28,1.48,75.22,127.6,269.18,76141.7,27.13632104361511
2.63,2.16,1.65,76.46,128.51,280.89,75443.1,30.213912544523165
2.64,2.1,1.38,76.49,127.25,246.5,66640.8,25.953528709674284
2.54,2.14,1.69,76.49,128.09,282.24,69681.1,28.780522165668227
2.89,2.15,1.23,76.1,128.52,257.86,65506.8,29.9873656871905
2.56,1.95,1.63,76.23,127.81,278.45,66672.5,27.822924285218956
2.73,2.27,1.49,75.27,127.81,251.84,73827.0,28.775714456154898
2.7,1.89,1.45,75.87,128.5,293.07,73562.3,30.517947098266287
2.53,2.18,1.44,76.55,127.7,273.19,65313.9,26.805636392339462
2.78,2.16,1.25,75.21,128.55,263.05,73943.3,29.29521253921143
2.89,1.97,1.56,75.92,128.43,242.48,65195.1,29.253263526772113
2.57,1.88,1.61,75.43,127.73,246.05,72862.9,25.442778281141496
2.87,2.22,1.63,75.85,127.44,275.14,74153.8,33.144197483467906
2.87,2.08,1.31,76.06,128.51,262.26,74912.7,30.638328971356483
2.5,1.81,1.36,76.51,127.22,269.81,66678.3,25.00321973845973
2.57,1.91,1.76,76.07,128.36,251.68,72883.1,26.616300475773524
2.75,1.73,1.49,76.26,127.7,241.4,64659.2,26.42230793068438
2.83,1.76,1.74,75.45,128.33,261.98,68854.9,30.21525331973123
2.53,1.79,1.41,75.9,128.25,273.66,68527.0,25.849181068743288
2.85,1.72,1.38,75.24,128.58,293.23,73185.4,31.798439328731543
2.78,1.88,1.3,76.19,128.25,255.08,65642.0,27.72469727739951
2.86,1.94,1.62,75.44,128.18,266.44,73367.3,31.329952968031076
2.77,1.88,1.31,75.62,128.13,260.5,64852.8,27.876761708571276
2.71,1.73,1.67,75.47,128.58,282.9,70833.3,29.982009904768685
2.73,1.94,1.56,75.41,128.53,259.06,73128.5,28.661517111627287
2.81,1.82,1.75,75.58,128.54,283.13,71994.8,32.15011386588128
2.62,1.83,1.31,75.73,127.33,264.17,67166.9,26.061862363518568
2.73,1.96,1.77,75.5,128.26,259.19,73874.5,29.572403007963313
2.65,1.97,1.62,75.53,128.14,245.53,65227.6,26.324192005455753
2.87,1.93,1.23,75.33,127.25,242.82,68307.6,27.79259380049643
2.58,2.07,1.6,75.26,127.52,288.9,73215.1,29.393291207978447
2.66,2.26,1.73,76.54,127.86,258.99,71698.7,29.232110175597196
2.74,1.94,1.7,76.58,127.83,253.78,76725.7,29.245925384237236
2.56,2.06,1.36,76.36,128.38,269.11,68929.5,26.538146056762113
2.59,1.76,1.76,75.26,128.09,250.05,75675.8,26.37077509421965
2.59,1.91,1.51,76.42,128.11,281.32,72247.9,28.254005415329967
2.76,1.82,1.47,76.32,127.96,291.25,70574.0,31.06256104590363
2.52,2.02,1.23,75.27,128.33,277.55,69595.9,26.021500419674222
2.71,2.25,1.32,75.26,127.34,288.21,65723.0,30.24130289024026
2.57,2.24,1.79,75.31,128.37,252.36,68531.3,27.373529661554013
2.6,1.88,1.6,76.1,127.9,257.63,69531.9,26.624002827619844
2.89,1.73,1.44,76.55,127.33,284.52,71889.0,32.182124894946014
2.58,2.15,1.72,76.58,128.19,268.13,64449.0,28.085179434685184
2.6,2.05,1.79,75.32,127.7,241.95,71386.9,26.53912034728705
2.8,1.79,1.71,76.33,127.51,258.91,72442.4,29.91740291703604
2.57,1.82,1.37,76.44,127.69,293.71,64786.2,27.706001840794553
2.86,1.89,1.35,75.61,128.28,275.28,72294.9,30.944448782578203
2.55,2.09,1.73,75.23,128.52,283.51,69734.6,28.91808214169293
2.57,2.22,1.4,75.75,128.26,247.46,64923.5,25.355378279394923
2.55,2.16,1.44,75.75,127.88,257.66,72027.7,26.234690528423354
2.5,1.93,1.26,76.06,128.26,250.75,66653.3,23.558750532084897
2.58,2.02,1.52,75.61,128.49,293.45,70361.4,29.180445937245732
2.55,2.15,1.73,76.6,128.02,279.4,75546.2,29.22970896509423
2.89,1.85,1.24,76.22,128.09,279.54,71116.8,31.311286107258294
2.74,1.73,1.51,75.63,128.13,289.95,63091.3,29.940991239788328
2.82,2.15,1.46,75.76,127.54,264.37,66898.6,30.270753817988176
2.68,2.11,1.29,76.45,128.55,269.42,73715.3,28.455893475176136
2.5,1.83,1.65,75.73,128.03,263.43,65180.3,25.411352829925587
2.64,2.12,1.3,75.96,127.37,288.09,73137.5,29.288252197195444
2.82,1.72,1.55,75.46,127.87,292.79,65925.1,31.589420476043525
2.74,1.89,1.55,75.21,128.51,255.57,75868.3,28.447194456066992
2.88,2.21,1.6,76.32,128.55,272.95,64472.2,32.56035934766783
2.56,2.04,1.73,76.56,127.96,263.79,72777.8,27.687626660292036
2.84,1.73,1.69,76.21,128.12,280.99,70498.4,32.01703660966632
2.59,2.3,1.74,76.2,127.49,271.78,69574.3,29.301877316901138
2.71,2.15,1.35,75.32,128.2,262.31,74789.3,28.603679461402177
2.65,2.28,1.8,76.55,127.48,263.68,67901.8,29.596258114818394
2.88,1.87,1.67,75.37,127.99,277.72,63653.2,31.954948560463432
2.78,1.95,1.32,75.79,128.58,240.41,69958.4,26.985208351147204
2.89,1.8,1.32,76.12,127.53,280.97,76823.5,31.794428911507904
2.7,1.82,1.41,75.55,127.92,287.16,68975.9,29.357645645361455
2.68,1.78,1.64,75.78,128.03,283.29,68144.0,29.531301197372382
2.78,2.29,1.66,75.66,127.28,288.45,67065.7,32.858290865950835
