outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.76,2.23,1.23,75.22,127.68,271.4,65359.1,213.558745960882
2.9,1.84,1.7,76.13,127.88,291.79,66553.3,233.70873356766856
2.84,1.8,1.68,75.22,127.55,254.98,68594.7,206.44289827449393
2.54,1.92,1.68,75.57,128.47,292.13,64879.7,203.0313915061622
2.53,1.72,1.6,76.05,127.81,276.02,65111.3,193.05912795038068
2.54,2.08,1.58,76.1,127.97,246.6,66349.1,180.73206183663729
2.56,1.78,1.68,76.33,127.86,275.04,74425.6,199.57597909513254
2.84,1.88,1.61,75.45,127.21,263.01,70280.7,213.915544618612
2.77,1.84,1.67,75.66,128.13,266.0,68364.6,207.53800487022943
2.86,1.89,1.56,75.36,127.27,241.21,72138.6,203.729185406204
2.53,2.28,1.2,75.92,127.53,290.21,74575.2,212.03557606441348
2.74,1.74,1.73,76.38,128.01,279.58,68046.9,213.5548357346521
2.69,1.96,1.39,76.44,128.58,284.83,73995.9,217.58045518316078
2.62,2.29,1.35,75.58,127.45,267.17,72500.2,204.04029871291573
2.83,2.03,1.73,75.77,127.72,278.15,63224.9,219.9667740569006
2.82,1.91,1.22,76.07,127.7,280.23,69584.0,224.11444736204123
2.84,2.23,1.24,76.0,128.36,271.44,66165.4,221.1530159983804
2.74,2.26,1.42,76.28,127.68,251.86,73602.5,206.02773426211832
2.68,1.96,1.41,76.39,128.02,286.65,65020.7,214.83962903616896
2.51,1.8,1.8,75.32,127.75,278.12,63295.1,190.53426024254998
2.55,1.76,1.58,76.38,127.44,290.41,75447.6,209.00627263903186
2.61,2.1,1.22,75.38,127.81,269.13,67786.6,199.98500460432672
2.83,1.84,1.24,76.45,128.35,252.63,72900.7,209.1731994454807
2.51,2.01,1.26,76.31,127.54,268.0,73561.8,195.02587525393767
2.84,2.05,1.5,76.56,127.35,259.8,67208.5,215.16789335857175
2.8,2.09,1.32,75.67,128.47,252.9,66605.0,204.66976671100088
2.87,2.03,1.39,75.52,127.46,270.18,67637.5,221.28305590336606
2.89,2.29,1.32,75.73,128.49,276.71,68169.0,228.7221470864407
2.82,1.94,1.53,76.29,128.19,240.69,64612.5,198.17033005997814
2.57,2.26,1.41,75.33,128.1,262.19,72687.8,195.24912871797392
2.79,1.76,1.39,76.58,127.76,276.34,72095.1,219.50081544958243
2.68,2.21,1.62,76.49,127.6,241.32,67582.4,192.29102259533022
2.87,2.04,1.57,76.09,127.64,292.61,63095.8,232.98564385652924
2.79,1.83,1.67,75.96,128.14,260.63,74680.5,209.2583059616327
2.74,1.99,1.28,75.37,127.21,247.85,73855.3,200.31618119282996
2.55,2.07,1.21,76.17,128.41,293.58,66617.8,209.9168910291736
2.78,1.92,1.6,76.33,127.55,276.9,74224.9,220.61610223102412
2.54,1.86,1.72,76.22,128.27,289.53,70260.3,204.62433102450382
2.73,2.14,1.25,76.08,128.47,258.5,66631.4,203.92881120848676
2.51,2.19,1.74,75.79,128.08,243.98,73259.7,179.553422691744
2.67,2.2,1.3,75.84,128.17,282.16,63460.7,212.00882008415192
2.9,2.12,1.39,76.55,128.22,252.0,65042.1,214.20006733091554
2.69,2.2,1.21,76.02,127.33,292.16,63610.2,221.35642572052745
2.74,1.79,1.79,75.38,128.46,242.27,67632.4,189.2417535329787
2.71,2.14,1.24,75.36,127.9,281.9,65598.2,214.83060161857793
2.52,1.76,1.26,75.67,127.59,281.98,73423.8,200.14596739147453
2.56,2.29,1.71,76.35,127.83,266.9,70659.5,198.42454311502797
2.6,2.07,1.56,75.43,128.43,262.64,70428.9,194.42403294586154
2.83,1.73,1.6,75.76,127.35,276.01,71923.9,220.2832032943985
2.88,1.89,1.52,76.48,128.22,244.29,76770.4,209.9774337541469
2.72,1.87,1.77,75.7,127.36,290.99,69593.1,219.75227554059154
2.82,1.8,1.8,75.6,127.59,290.46,70149.3,226.45664080797826
2.89,2.03,1.29,76.56,127.79,254.58,73669.9,218.4309927530071
2.73,1.76,1.76,75.45,128.34,278.39,76547.8,213.21860591309962
2.74,1.72,1.68,75.26,128.3,276.91,68901.0,209.34064873133616
2.57,2.03,1.21,75.66,127.71,286.21,74606.8,209.70323268806055
2.8,1.94,1.58,76.07,128.2,269.83,68145.0,214.24694167318353
2.62,2.03,1.75,76.18,128.44,269.31,72585.1,201.5060507664706
2.54,1.92,1.3,75.53,127.59,276.23,65712.3,196.26955373892758
2.71,2.22,1.49,76.5,127.32,244.68,70147.9,198.5986777455912
2.88,1.76,1.67,75.48,127.43,243.61,69884.7,204.12955231354476
2.66,1.82,1.24,76.22,127.97,253.26,67080.8,193.32213206419976
2.79,2.2,1.5,76.0,127.3,280.07,70118.6,224.32872014609939
2.7,1.75,1.69,75.38,127.49,271.06,76949.0,207.89337940157986
2.67,2.09,1.27,75.78,128.12,268.09,65700.5,203.55808164544442
2.76,1.79,1.2,75.83,128.09,275.64,63672.9,211.90460920415865
2.57,2.05,1.28,75.75,127.21,268.55,74274.7,200.0885613688272
2.58,2.29,1.27,76.23,127.94,273.53,68455.7,203.81304247999321
2.54,1.95,1.66,75.39,127.23,261.92,63512.3,186.4310728993521
2.6,2.14,1.71,76.55,128.5,285.43,74803.1,212.1433620320929
2.72,2.23,1.28,76.52,127.9,245.71,68140.5,198.8990578330537
2.68,2.03,1.74,76.29,127.77,278.75,75233.5,214.21356855235513
2.86,2.27,1.2,75.98,128.29,241.23,72546.8,208.20536558548838
2.54,2.05,1.25,75.77,128.5,268.48,68813.2,193.79665592730157
2.81,1.96,1.49,75.23,127.89,263.48,67039.1,209.90115320006862
2.73,2.15,1.21,76.2,127.56,251.74,69188.1,202.82432757983122
2.73,2.0,1.74,76.34,127.62,273.74,64132.5,210.83671331461937
2.77,1.72,1.59,75.86,127.84,279.18,73984.8,217.49826851024625
2.68,2.21,1.63,76.39,128.48,261.33,76872.8,205.971814277965
2.8,1.98,1.65,76.41,127.72,263.3,63264.8,210.2113560339683
2.54,2.12,1.4,75.65,128.28,268.51,71948.8,195.23905082891713
2.76,2.09,1.72,76.29,127.21,256.36,69545.4,207.04271196407115
2.68,2.21,1.27,76.5,127.98,259.92,76547.2,206.88934245531755
2.78,2.09,1.65,75.46,127.87,249.11,75335.4,204.15746369885255
2.76,2.3,1.25,75.29,127.29,259.4,72167.5,210.86396545229127
2.69,2.18,1.4,75.99,128.12,278.53,66486.9,212.59721303359208
2.56,2.02,1.74,76.29,127.63,275.01,70769.2,200.51102732433503
2.89,2.21,1.52,75.26,127.26,259.48,67814.2,218.08548653794924
2.7,1.78,1.33,76.16,127.99,243.68,64875.2,189.25423525374663
2.89,1.81,1.32,76.53,127.57,252.74,71081.3,214.36212326002044
2.77,1.92,1.65,76.27,128.3,275.73,76494.6,218.6054363807831
2.83,2.17,1.37,75.34,127.21,278.14,76210.7,227.87252065355437
2.88,1.94,1.52,76.39,128.47,258.99,63237.6,212.9873563526504
2.68,1.84,1.68,75.66,127.27,255.32,63175.5,193.1604840476997
2.73,1.78,1.36,76.33,127.33,263.61,76438.1,209.35080725477212
2.57,2.1,1.7,75.8,128.47,272.53,66859.0,197.01164770267485
2.66,1.89,1.77,75.83,127.2,284.66,72360.4,213.1389714458229
2.74,2.18,1.23,75.32,127.59,266.77,68440.6,210.3643185742069
2.74,2.14,1.57,76.36,128.28,288.01,70108.7,223.41721139611343
2.83,1.84,1.71,75.29,128.05,256.47,75156.7,209.07376673947
2.77,2.28,1.31,75.79,128.04,262.04,70297.4,211.92037277102486
2.73,2.3,1.21,75.52,127.27,281.71,67977.4,220.25811746827753
2.77,1.9,1.69,75.34,128.04,278.27,69564.3,215.20823177971477
2.52,1.82,1.22,75.88,127.38,260.93,67405.0,186.86625152048327
2.52,2.22,1.24,76.1,127.64,243.23,73287.7,182.75131541397116
2.56,2.0,1.39,76.37,127.52,248.13,63000.5,183.06908237018501
2.54,2.06,1.74,75.99,127.9,287.88,66102.3,203.8271393716634
2.52,2.12,1.47,75.63,128.09,289.71,68239.0,204.57397398410808
2.76,1.88,1.62,76.42,127.61,282.37,71429.4,220.64781103516975
2.86,2.03,1.47,76.04,127.61,248.68,71259.8,210.20029751091897
2.5,1.84,1.32,76.29,128.36,276.79,69179.2,194.75535048461154
2.64,2.11,1.51,76.1,128.57,245.37,67617.9,188.2574216303367
2.57,1.9,1.71,75.43,128.43,240.92,71830.7,177.94780228754337
2.64,2.16,1.73,76.54,127.43,288.78,75167.7,219.14747716590045
2.59,1.75,1.45,75.82,127.99,243.95,65268.3,179.2509504474823
2.8,1.75,1.55,76.08,128.18,280.61,73759.4,221.09644883525652
2.51,2.12,1.51,76.27,128.58,253.48,68120.9,183.2497569456085
2.55,2.06,1.42,75.27,127.99,282.0,71464.1,202.73081455738554
2.77,2.28,1.23,75.98,128.21,268.67,76507.9,218.70488528788303
2.53,2.12,1.3,75.46,127.42,255.28,70386.3,187.18592054175497
2.58,2.18,1.58,75.81,128.15,245.72,63599.3,182.50458051611815
2.66,2.02,1.57,76.11,127.47,257.53,73601.0,199.93653317442465
2.82,1.91,1.53,76.05,128.49,246.84,66609.0,201.199127564812
2.59,2.04,1.74,76.31,127.54,290.36,70276.1,212.0469041937206
2.84,1.84,1.52,76.53,128.03,241.82,72152.5,203.33250599840608
2.52,2.23,1.56,75.52,128.59,254.83,64808.2,182.92039677738035
2.62,2.03,1.23,75.51,127.89,243.31,75730.1,188.3852980980705
2.59,2.03,1.68,75.4,127.48,247.82,67414.1,184.33623848869854
2.83,1.74,1.69,75.42,128.11,269.45,75888.1,216.107716627199
2.7,1.76,1.76,75.53,127.4,256.38,70158.2,196.81687480092307
2.81,1.76,1.58,75.82,127.73,257.63,75453.4,209.34443108066102
2.66,2.23,1.66,76.15,127.7,275.42,70394.9,210.66395360504248
2.64,1.78,1.52,76.18,128.18,250.85,64636.3,187.68808018915342
2.53,1.87,1.53,75.76,127.5,252.58,69288.3,182.51586640937114
2.85,2.26,1.39,75.4,127.99,265.45,70107.9,219.23387217453956
2.85,2.14,1.69,75.45,127.89,243.46,63730.2,202.07972600387757
2.67,2.03,1.7,76.41,127.81,270.29,75128.1,208.72970808116418
2.51,1.71,1.42,75.37,127.21,255.76,66197.9,179.9842659382872
2.87,1.7,1.57,76.25,127.97,265.05,74885.2,218.31919153645538
2.77,1.88,1.62,75.9,128.0,287.5,71067.2,222.53033978115366
2.67,1.89,1.74,75.28,127.45,258.03,67222.2,194.82248943201807
2.88,1.76,1.63,75.46,127.63,260.58,69064.7,213.26027358192016
2.9,2.3,1.74,76.08,128.4,256.34,65511.0,216.58758997815096
2.88,2.22,1.37,76.52,127.84,282.94,64997.9,232.1474947473829
2.85,1.93,1.25,76.57,127.64,285.85,74437.3,233.16881564656035
2.59,2.1,1.61,76.51,128.39,275.89,70820.0,204.10253836801746
2.72,1.77,1.65,75.87,127.49,240.96,64096.6,188.06752600178538
2.7,2.09,1.57,76.15,127.66,258.79,75388.2,205.17860800419794
2.85,1.78,1.48,76.1,128.35,290.75,69604.9,229.69260901937525
2.65,1.97,1.62,75.89,127.51,287.65,73403.1,215.40907371841138
2.85,1.83,1.66,75.92,128.32,258.03,69652.3,210.19691911753137
2.76,1.78,1.61,76.05,127.48,242.47,66942.1,193.98646815058157
2.84,2.13,1.72,76.06,127.21,272.49,68319.3,222.28147309360827
2.66,2.08,1.55,75.35,128.31,276.37,64788.3,205.0906319276205
2.52,1.9,1.66,76.0,127.24,250.75,70333.9,182.04096698258707
2.9,1.83,1.23,75.36,128.52,270.96,69980.5,221.6709137655422
2.74,2.1,1.56,76.5,128.31,284.61,73654.4,222.75182806785995
2.5,1.88,1.31,76.56,127.73,284.98,69857.5,201.68455804348366
2.61,1.88,1.45,76.28,127.98,267.82,75859.2,201.32706959419295
2.6,2.22,1.3,75.71,128.0,278.21,64594.5,204.61545228357215
2.63,2.26,1.51,75.94,127.32,288.2,74006.3,217.97291119907732
2.7,2.17,1.26,75.44,128.35,244.51,75322.0,195.89133342676132
2.83,1.78,1.23,76.13,127.86,282.96,69662.6,225.14101331318
2.9,2.25,1.61,75.78,127.58,247.08,66787.2,212.14320894851733
2.6,1.71,1.67,76.04,127.35,274.19,63783.8,197.37048860823802
2.84,2.2,1.61,76.42,127.53,257.97,63591.2,213.2368536876944
2.87,1.83,1.27,76.06,128.42,258.57,71446.6,214.13001197795677
2.66,1.94,1.61,75.21,127.97,292.23,73247.4,216.48995043968512
2.87,1.95,1.72,76.11,128.08,276.54,70933.9,225.0533089749739
2.66,1.87,1.51,75.77,127.25,284.52,70499.8,212.61835650788498
2.79,1.82,1.58,75.82,127.99,253.55,76791.6,206.0814650532609
2.5,2.05,1.34,75.89,127.34,251.91,73641.4,184.37546535163915
2.84,1.82,1.79,76.04,128.35,288.86,65229.6,225.21738635333236
2.7,1.94,1.4,75.72,127.51,267.58,76171.2,208.90531121644358
2.52,1.99,1.26,75.88,128.22,274.76,64477.4,194.1788839263504
2.87,2.04,1.26,76.51,128.48,252.97,76659.9,215.93871902515139
2.7,2.26,1.42,75.62,127.51,243.23,68997.0,194.69217832537356
2.57,1.89,1.57,75.87,127.42,284.33,66265.9,203.4198810477767
2.75,1.75,1.44,76.44,127.74,278.19,67809.4,215.02099122004074
2.77,1.82,1.3,76.4,127.68,254.7,65116.2,202.98019446742012
2.66,2.11,1.55,75.72,127.34,265.84,69500.4,203.36033962072804
2.83,1.87,1.51,75.64,128.46,270.9,75041.3,218.35939067980257
2.88,1.74,1.28,76.14,127.49,263.11,64548.1,215.49385544463996
2.84,1.71,1.25,76.24,127.97,291.77,69686.9,230.45452479762628
2.89,2.27,1.56,75.46,128.19,272.6,75072.9,228.33530522566048
2.71,1.74,1.33,76.51,128.53,242.75,67860.0,190.44012354411018
2.78,2.14,1.32,75.69,127.79,242.29,71934.6,200.597596160129
2.82,2.14,1.56,75.55,127.96,263.16,73988.3,215.7974992670279
2.76,1.77,1.29,76.37,128.02,267.06,69610.6,210.13540396697817
2.86,1.92,1.62,75.81,127.68,267.89,74510.1,220.6396621821258
2.87,2.08,1.51,76.08,127.23,255.24,68419.1,214.8239176267258
2.53,2.23,1.27,76.48,127.84,256.95,74464.0,192.54068647695829
2.54,2.11,1.73,75.45,128.47,293.04,63476.1,204.5023838089927
2.86,2.27,1.43,75.96,127.21,285.61,64030.3,231.59370122793678
2.65,2.23,1.46,76.2,128.58,246.58,66053.9,190.74365619681976
2.56,1.87,1.34,76.57,128.29,268.95,65925.6,194.66702619760372
2.86,2.18,1.39,75.59,127.51,289.49,66145.7,232.67529861527112
2.82,1.95,1.78,75.65,127.26,271.74,70981.4,218.30116057255736
2.72,1.86,1.67,75.7,127.53,293.05,70586.9,221.33604237200075
2.63,1.78,1.4,75.7,128.06,275.35,71574.4,203.40961857989544
2.81,2.25,1.79,75.23,127.66,257.79,64627.7,208.289961785213
2.65,2.27,1.33,76.56,128.53,248.52,76199.6,197.40032819878377
2.78,2.06,1.6,75.51,127.75,286.33,72305.3,224.62224325080433
2.55,2.12,1.23,76.59,128.12,283.84,67229.2,206.12714262501243
2.57,2.28,1.69,75.91,128.02,244.35,68174.1,183.90258676367068
2.58,1.89,1.69,75.34,127.4,249.1,64643.6,181.69132188944081
2.57,1.98,1.69,76.51,128.51,262.65,65107.9,191.03885765472933
2.54,2.11,1.54,75.93,128.0,258.28,74522.7,190.74262324127608
2.62,2.07,1.63,76.21,127.58,256.14,64884.8,192.7381842205965
2.7,2.22,1.32,76.15,128.58,246.91,64751.5,194.63378540915232
2.8,1.93,1.42,75.22,127.7,254.49,72194.3,206.2232705631203
2.61,1.9,1.38,76.27,127.94,285.16,72046.3,210.44726143433354
2.84,2.2,1.48,76.49,128.5,242.45,64963.0,203.77024953454304
2.86,1.79,1.78,75.41,127.21,277.69,64275.2,219.82778397027528
2.76,2.28,1.68,75.38,128.18,243.91,71374.3,199.13533873043934
2.85,2.24,1.68,75.36,127.42,262.15,73960.1,218.97051842508722
2.71,1.87,1.23,76.52,127.72,278.91,65126.8,213.264449037728
2.84,2.02,1.35,76.12,127.33,269.84,68548.2,220.63327856230728
2.69,1.75,1.44,75.42,128.55,269.57,74858.2,204.58408708558488
2.5,1.95,1.69,75.55,128.55,259.73,76013.0,185.61276210474807
2.55,2.05,1.67,75.99,128.59,292.5,63340.3,205.59263150239155
2.68,1.91,1.57,76.01,128.53,278.68,72564.0,210.63963647796822
2.85,1.85,1.71,75.82,127.55,276.73,66967.5,220.93915075299662
2.61,2.1,1.31,75.94,127.59,292.42,73952.3,217.42283867814297
2.88,1.71,1.63,75.82,128.13,284.74,67677.4,226.24375593111813
2.86,1.82,1.42,76.44,127.86,289.64,71094.3,232.57824732599556
2.74,1.77,1.77,75.33,128.38,279.33,67495.6,210.4526337686534
2.68,1.91,1.36,75.24,128.26,241.98,73292.0,188.81225407736883
2.82,2.14,1.23,75.25,127.68,256.47,66601.7,209.38922941151463
2.63,1.95,1.5,76.3,127.68,281.39,74517.4,211.39671648210776
2.61,1.94,1.4,75.76,128.58,280.44,72065.1,206.06193482981496
2.81,2.06,1.37,75.82,128.37,283.44,75603.3,227.1711268460955
2.61,2.28,1.72,76.41,127.38,265.6,74778.5,204.15940543938598
2.59,1.81,1.63,75.46,127.84,244.39,76393.2,183.62996659457406
2.76,1.74,1.62,75.92,127.22,247.42,66671.7,196.43949232056423
2.59,2.09,1.55,75.68,127.33,241.53,72526.7,184.60713992227886
2.6,1.79,1.51,76.07,127.65,247.43,71784.5,185.94131964346968
2.74,2.11,1.2,76.19,128.44,247.53,70652.8,200.0144969218985
2.62,1.75,1.43,76.27,128.06,274.6,68995.4,202.0421632698276
2.85,1.76,1.61,76.31,128.36,262.46,71266.2,213.70614246086734
2.57,1.88,1.28,75.64,127.31,276.23,71074.2,201.20847094957458
2.67,2.29,1.69,75.88,127.43,262.65,69544.4,204.09620781517845
2.79,1.71,1.54,75.93,127.9,246.88,66787.3,197.39893301436837
2.63,1.97,1.55,75.7,127.49,244.38,69900.4,186.9263114120588
2.52,2.07,1.35,75.22,127.72,285.55,67801.7,201.45894956982147
2.54,2.03,1.47,75.39,127.72,264.72,75467.7,193.62303517513385
2.7,1.86,1.33,76.06,128.12,267.54,67837.3,204.69788175038775
2.88,2.1,1.39,75.36,128.32,259.81,63173.2,213.21645771350813
2.52,1.81,1.77,76.29,128.51,290.6,74307.6,204.52594135295874
2.56,1.96,1.24,75.53,127.54,247.92,66782.0,182.45375321855738
2.89,2.05,1.26,76.21,128.38,240.76,63097.8,204.65549058240595
2.69,2.16,1.56,75.33,127.24,263.98,70232.2,204.88058024128622
2.85,1.97,1.52,76.17,128.21,290.49,71159.7,232.36756018987683
2.66,2.03,1.45,75.91,127.67,242.41,76632.9,192.0515100606434
2.88,2.16,1.26,76.52,127.83,258.8,69981.1,219.8034794805443
2.67,2.14,1.63,76.26,128.02,293.48,75387.9,223.01846680755273
2.54,1.8,1.56,75.89,127.86,252.61,68507.2,182.00961164052126
2.54,1.71,1.43,76.06,127.68,279.07,64003.4,195.90898735047722
2.58,2.01,1.52,76.21,127.55,258.15,74383.1,194.21398117273725
2.63,2.18,1.63,76.24,127.49,240.65,73448.4,189.44645085575314
2.85,2.13,1.33,75.38,127.65,252.57,64612.4,208.67094383431004
2.9,1.91,1.45,76.51,128.48,285.62,67749.0,232.15032149166245
2.64,1.93,1.8,75.28,128.27,243.92,76375.1,187.3154988597979
2.75,2.25,1.36,75.58,127.58,252.2,74759.3,206.25730464380547
2.67,2.06,1.3,75.4,128.25,266.66,65397.8,201.20341743490212
2.66,2.2,1.38,75.83,128.25,275.41,65924.8,207.84032077555923
2.66,2.19,1.57,75.72,127.92,259.76,67391.8,198.82770999102536
2.85,2.17,1.38,76.12,128.26,289.27,76984.2,236.25767640709796
2.86,1.71,1.28,76.24,128.43,241.41,74706.7,203.77660625096576
2.84,2.07,1.37,75.48,127.39,285.93,67563.4,228.46068479358496
2.78,2.28,1.62,75.49,128.27,280.58,68374.6,221.02641012446497
2.72,1.87,1.63,75.93,127.44,246.02,71060.0,195.1055939458014
2.52,1.75,1.31,76.19,127.22,289.77,64073.4,202.40866621823932
2.87,2.13,1.6,76.46,127.32,285.65,75486.5,236.41293711037326
2.61,2.2,1.7,75.31,128.17,278.91,76367.6,208.35419437016526
2.58,1.72,1.24,75.95,127.62,256.77,70356.1,189.18440115515227
2.52,2.25,1.73,75.52,128.49,265.61,74520.3,192.9936289315051
2.5,1.84,1.62,75.23,127.64,260.99,70948.9,183.83247277066812
2.52,2.0,1.41,75.48,127.26,290.26,75941.9,207.90973467526612
2.87,1.8,1.5,75.34,127.53,257.14,72094.5,212.43610487127273
2.76,1.93,1.77,76.45,127.61,255.4,65712.9,202.85227157976612
2.75,1.79,1.71,76.24,127.38,262.68,72634.6,207.68868066727646
2.53,1.87,1.21,76.03,128.3,242.33,70512.2,177.58767109591076
2.51,1.77,1.57,75.82,127.82,283.7,73139.2,199.23301030814105
2.67,1.79,1.6,76.07,128.47,271.84,72354.6,204.65040279193033
2.58,1.83,1.74,76.29,127.42,274.21,68040.1,198.98199457416956
2.66,1.7,1.69,76.29,127.41,272.71,67000.1,203.039348592259
2.66,1.89,1.31,75.46,128.18,269.16,76777.0,205.07436271347422
2.64,1.76,1.48,75.37,127.67,279.93,66551.1,204.1375580504979
2.79,1.8,1.78,75.7,128.37,258.25,74955.5,206.52688312586065
2.67,2.03,1.74,76.0,128.55,277.29,69091.9,208.29029120903022
2.77,2.01,1.48,76.36,127.68,248.57,70012.1,202.62278480083194
2.6,1.93,1.77,75.44,127.9,246.51,67702.6,182.7388103062899
2.87,1.87,1.51,75.96,127.96,283.63,68490.0,227.7566868698898
2.64,2.21,1.44,76.15,128.59,268.12,66475.8,202.3962219756138
2.62,2.04,1.21,75.48,127.22,257.87,73845.0,197.27872335288032
2.86,1.74,1.62,75.25,127.3,243.76,67492.4,201.16943977424
2.52,2.03,1.67,76.31,128.06,265.8,64094.8,189.05447552651026
2.82,2.27,1.4,75.98,128.32,270.59,69274.9,220.27075862917684
2.58,2.28,1.37,75.67,127.86,248.21,75511.5,190.37797314853253
2.58,2.0,1.35,75.31,127.56,247.65,65127.2,182.7705876317333
2.76,1.94,1.56,75.58,128.46,288.93,72112.3,222.46882354688114
2.52,1.92,1.49,75.22,128.11,258.4,73038.5,185.29925419494748
2.65,2.0,1.72,75.8,127.54,283.14,66033.4,209.42750835992217
2.63,2.18,1.68,76.19,128.16,251.61,72508.4,194.07631501121807
2.74,1.79,1.77,75.35,128.22,287.45,72249.0,217.68437030187636
2.73,2.13,1.59,75.85,127.42,277.15,68563.9,215.54984495266274
2.85,1.92,1.7,76.26,128.27,282.75,72952.6,227.66520755923318
2.85,1.93,1.61,75.25,127.59,241.48,68529.2,200.98347207751533
2.51,2.17,1.8,76.33,128.06,249.17,76053.8,184.55881712723044
2.7,2.08,1.51,75.88,127.62,278.1,72575.3,214.81298648107247
2.71,2.21,1.2,75.45,128.2,275.99,69353.6,213.53767002295558
2.79,2.13,1.37,75.79,127.51,247.34,71384.4,204.59209881949664
2.69,1.86,1.75,75.59,127.55,267.98,66770.1,202.1821488115388
2.85,1.8,1.35,76.13,127.62,243.74,71765.8,204.89244660881036
2.52,2.1,1.22,75.35,127.56,268.64,65919.0,192.01678383451576
2.56,1.96,1.62,75.71,127.35,289.44,67833.1,206.50887675775687
2.67,2.21,1.77,76.27,128.06,255.33,71093.4,199.3855949612814
2.58,2.0,1.27,75.22,127.54,277.56,71240.8,202.85139710352746
2.82,2.0,1.27,76.33,127.87,267.72,70906.6,218.38116251196186
2.77,2.09,1.53,76.05,128.57,281.17,70951.3,220.72227761744557
2.77,1.98,1.63,75.23,128.1,279.62,76011.8,219.49655168691356
2.73,1.88,1.45,76.1,127.81,266.87,74564.6,209.86643059121138
2.56,1.81,1.35,75.47,127.49,262.14,76134.5,192.74493438551406
2.68,2.22,1.28,75.79,127.5,262.79,64705.2,203.0305039810188
2.72,1.98,1.78,75.94,127.43,288.14,63840.6,217.19345650792832
2.74,2.02,1.66,75.8,127.62,247.47,75446.3,200.32657069423567
2.7,1.83,1.27,76.05,127.41,280.6,65930.7,212.51169160029087
2.77,1.98,1.29,75.78,128.02,264.63,75082.2,212.47322475892963
2.63,1.97,1.23,76.03,127.81,265.95,72337.9,201.67808491210712
2.8,2.16,1.75,75.2,127.52,263.44,63090.0,209.30488415932496
2.54,1.76,1.76,76.36,127.53,266.57,65204.7,189.50477790135824
2.78,2.01,1.63,75.27,127.99,277.55,68218.2,216.25706245553488
2.68,1.99,1.27,76.32,128.21,292.75,72818.2,221.88976295821328
2.59,1.71,1.47,76.57,127.52,253.84,68574.0,188.41580156852683
2.86,1.95,1.67,76.3,127.96,260.66,68361.1,214.67396939561058
2.79,2.08,1.53,76.12,128.46,285.44,73086.0,225.9322719633808
2.84,2.1,1.25,75.68,127.97,283.34,74893.0,230.30884692371342
2.68,1.82,1.71,75.25,128.08,258.07,71127.0,195.6854337683003
2.56,2.24,1.39,76.35,127.93,271.03,75370.3,202.87978369694724
2.7,1.77,1.77,75.43,127.98,244.13,75507.2,191.0372325193946
2.61,2.02,1.41,75.63,127.89,253.67,76414.7,193.50811464644676
2.87,2.19,1.26,75.78,128.44,284.81,72292.6,232.90882599152758
2.82,1.99,1.51,75.93,128.33,247.97,71294.3,204.57994380561775
2.62,1.97,1.51,75.7,128.4,255.33,63785.6,188.8391118898478
2.65,1.7,1.29,76.02,127.98,278.58,68963.9,206.32251547311068
2.51,1.8,1.38,75.41,127.27,260.76,68131.9,184.61254134124044
2.87,1.89,1.46,75.43,128.03,280.12,65944.3,223.63940364996176
2.52,1.81,1.39,75.98,128.01,254.9,71688.3,183.630597964436
2.72,1.88,1.37,76.51,128.37,288.9,64757.1,218.48746592947032
2.61,1.76,1.74,76.05,128.1,291.73,68287.8,209.4850874553258
2.51,1.89,1.28,75.42,127.28,245.62,71221.7,178.33850012639436
2.77,2.23,1.58,76.28,127.26,271.28,63839.7,215.75936670123383
2.76,1.8,1.6,75.2,128.53,265.68,64388.0,203.14423230734565
2.54,2.16,1.64,76.46,127.58,291.31,66265.8,208.7191633094949
2.8,2.11,1.46,75.43,127.42,284.53,67456.1,224.31883173759627
2.64,2.09,1.64,75.38,127.41,252.93,75489.0,195.5880638030435
2.62,2.26,1.79,75.78,127.57,267.91,66443.2,200.7835599707813
2.7,1.95,1.49,75.39,128.09,258.95,64687.3,197.2948002727628
2.6,1.75,1.38,76.12,127.85,252.12,68381.2,187.12847012485884
2.6,2.07,1.46,75.69,127.98,256.02,69758.8,191.64829965235538
2.59,2.22,1.3,76.28,128.44,251.92,72087.8,192.02182307595263
2.64,2.28,1.29,76.25,127.96,250.48,71435.7,196.1917490908753
2.55,2.17,1.31,75.92,127.68,267.86,76520.5,199.67992375087726
2.61,2.03,1.21,76.13,128.09,242.27,67304.1,184.70881255882045
2.68,2.29,1.64,75.71,127.67,244.77,76584.6,196.92856301776692
2.55,1.9,1.47,75.25,127.66,277.01,76912.5,200.78729468434528
2.88,2.09,1.57,75.54,127.25,243.37,70021.2,208.19216497882144
2.82,1.98,1.66,75.5,127.35,284.17,63229.8,222.19727868195343
2.65,1.78,1.2,76.42,127.73,272.29,74050.6,207.04773895655796
2.74,2.26,1.46,75.73,128.44,244.17,64633.6,195.48962337666478
2.73,2.2,1.49,75.93,127.5,280.03,76062.1,221.43764796008895
2.53,2.29,1.61,75.25,127.75,286.05,66063.3,203.25607848197296
2.89,2.17,1.38,75.27,128.2,286.8,73561.5,234.99245453530716
2.57,2.11,1.3,75.28,127.97,245.45,68858.2,182.79575996307608
2.74,1.82,1.7,76.38,127.8,290.94,63160.9,219.330438410155
2.69,2.12,1.38,75.68,128.11,288.92,69618.6,218.78481961483317
