outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.82,2.23,1.39,76.12,127.37,259.67,72405.3,216.62000949913931
2.61,2.06,1.54,75.34,127.58,288.09,67966.8,209.96062990356972
2.68,2.06,1.64,76.23,128.39,272.55,74696.9,209.8885203163884
2.55,1.82,1.52,76.16,128.4,271.57,65261.5,192.89703921029206
2.52,2.29,1.66,75.92,127.24,273.87,75710.9,201.39122999855795
2.53,1.71,1.47,76.34,127.79,254.35,76237.6,185.9450177480901
2.89,2.14,1.68,75.49,127.91,242.72,68881.8,207.20034063959906
2.59,1.74,1.35,76.15,127.87,254.94,69724.1,188.55084601139754
2.78,1.99,1.3,76.12,128.42,250.47,65773.6,201.44929345955632
2.62,1.98,1.65,75.56,128.02,268.0,76474.9,201.3708809738938
2.65,2.29,1.26,76.18,127.85,286.06,76130.2,219.9520969498402
2.82,2.06,1.79,75.21,127.22,257.85,69791.6,210.05007884512077
2.52,2.01,1.59,75.34,127.76,274.03,74071.3,196.16619089039762
2.82,1.91,1.55,76.12,127.91,270.55,65271.1,215.42922045833063
2.83,2.02,1.53,76.26,128.48,287.74,69326.4,228.66663518989515
2.53,1.78,1.34,75.72,128.58,249.87,70935.3,179.85078593587582
2.56,1.74,1.61,76.42,128.2,243.12,69279.3,178.57354513765324
2.52,1.92,1.3,76.19,127.76,263.3,72141.7,190.9015489737427
2.76,1.71,1.58,75.76,127.76,293.56,71453.5,223.81816047399127
2.89,2.18,1.67,75.8,128.22,270.35,65782.4,222.52395658240619
2.64,2.09,1.73,75.5,127.91,278.66,73646.1,208.98126114104957
2.74,2.25,1.65,76.05,127.43,289.32,75364.5,227.81894053225244
2.66,1.84,1.72,75.89,128.25,263.87,66676.7,196.90357250528427
2.62,2.0,1.79,76.26,128.12,241.04,73405.1,185.71567204185135
2.75,2.16,1.37,75.4,128.38,266.95,76664.9,213.17024062567702
2.64,2.17,1.69,75.51,127.64,279.29,67178.4,207.913796631909
2.84,2.13,1.71,75.21,127.37,254.83,63355.6,207.7794063633553
2.84,2.03,1.78,76.35,127.43,246.08,67966.0,206.0773074992827
2.76,1.83,1.37,75.45,128.56,258.94,70166.5,203.07770229548998
2.59,1.89,1.59,76.12,128.23,282.78,72722.1,206.19619220255754
2.57,2.2,1.49,75.46,127.66,292.82,75005.7,214.18275278341991
2.8,2.27,1.29,75.71,128.28,251.82,74443.3,209.508639816215
2.8,2.15,1.32,76.58,128.03,289.06,69824.9,230.49504252850022
2.83,1.82,1.71,75.21,128.43,288.93,69520.6,224.55908748308707
2.66,1.93,1.74,75.87,127.71,267.21,69553.4,201.60132344048236
2.81,1.7,1.57,76.59,128.44,268.43,76732.6,216.19055372750836
2.72,1.8,1.72,76.43,127.85,291.72,72197.1,221.685670867304
2.74,1.74,1.66,75.56,128.2,252.14,64774.1,194.25112700245336
2.78,1.95,1.24,76.42,127.48,260.39,73192.3,212.1891675090634
2.5,2.04,1.32,76.21,127.31,270.51,68896.9,194.04389243420508
2.78,1.77,1.67,75.59,128.57,254.52,76213.5,203.51594471300166
2.82,2.13,1.66,75.68,128.02,286.4,67766.3,226.5127611446037
2.85,2.26,1.35,75.84,128.16,284.7,72880.6,232.45553998216815
2.61,1.81,1.79,76.06,127.35,273.75,71789.6,201.92766274273004
2.88,2.06,1.66,75.66,128.19,267.34,72095.7,221.1546524762333
2.63,2.03,1.33,75.77,127.57,287.82,68346.8,212.92997231417792
2.63,2.12,1.36,75.86,128.15,256.49,70103.2,195.41432143841428
2.74,1.9,1.39,75.31,128.22,257.88,68789.9,201.05438408170096
2.67,2.12,1.57,75.32,128.19,290.25,65078.6,214.56644317605503
2.57,2.14,1.46,75.76,127.56,263.51,64689.2,193.02241845643368
2.86,2.26,1.33,76.49,128.32,253.87,73426.3,216.5987640673253
2.9,2.17,1.69,76.38,128.19,293.47,70200.7,239.79958820262902
2.75,1.99,1.6,76.33,128.27,242.28,71425.9,196.40174544772663
2.77,2.19,1.67,75.87,127.96,284.05,67809.1,222.17907602520404
2.63,2.13,1.65,76.21,128.54,272.88,74118.7,206.2222568421613
2.7,1.96,1.5,75.43,127.87,284.17,63948.6,212.17811345675238
2.63,2.03,1.74,75.7,127.89,247.43,64815.8,186.17450379072875
2.76,1.79,1.39,75.22,128.14,272.88,73715.4,212.39682554428407
2.86,2.27,1.58,75.81,127.48,284.75,76529.3,235.34759362765374
2.74,1.81,1.55,75.22,128.32,259.3,74913.2,202.81877278320155
2.7,1.86,1.29,76.38,128.25,282.96,71882.6,216.1213324941408
2.77,2.01,1.22,75.61,127.87,264.0,68465.1,209.72000142198533
2.57,1.76,1.55,76.05,127.62,272.19,68852.5,196.3212049342925
2.63,2.1,1.71,76.32,127.33,249.16,71194.1,192.89692568611702
2.87,2.26,1.4,75.49,128.26,245.64,74631.9,210.955357353649
2.78,1.74,1.43,75.56,127.59,264.74,72384.1,209.59309658066638
2.73,2.11,1.28,76.25,128.02,252.54,72843.1,203.52524151200532
2.65,2.3,1.59,75.53,128.03,254.57,71554.5,197.2787659027532
2.82,1.79,1.79,75.47,127.57,282.9,65843.0,219.84166597891533
2.64,2.11,1.75,75.38,128.21,248.92,68668.8,189.12033850360228
2.65,1.77,1.29,76.12,128.42,290.14,71429.8,214.47792166075567
2.88,2.07,1.71,75.49,128.08,291.25,65522.6,231.93858660056765
2.64,2.06,1.31,75.96,128.05,277.93,74868.2,210.70271372822344
2.61,1.81,1.67,76.44,127.32,256.3,76276.7,194.98470122719698
2.84,2.12,1.42,76.08,128.41,271.25,71395.0,221.67845146764353
2.79,2.06,1.24,75.73,128.2,290.72,73387.3,229.35794263846913
2.62,2.0,1.2,75.54,128.03,246.58,67294.7,186.50951198495102
2.79,1.78,1.24,75.34,128.58,276.66,66389.4,214.0377002918192
2.65,2.26,1.51,76.0,127.64,254.09,75725.8,200.06763525046983
2.74,2.12,1.79,76.57,127.61,278.18,67110.9,217.13208137082836
2.81,2.28,1.52,75.52,128.49,281.88,76661.8,227.73952715507107
2.84,2.23,1.66,75.31,128.07,253.36,68478.2,209.43922128482563
2.55,1.8,1.4,76.48,128.12,284.17,72363.0,204.3955432237948
2.82,2.16,1.75,75.76,128.45,269.61,75701.9,219.7498263398512
2.82,1.72,1.46,76.03,127.73,272.46,68166.0,216.14925911337025
2.62,2.18,1.37,76.39,128.38,249.34,65204.2,190.05898627362058
2.64,2.03,1.7,75.58,128.01,262.13,76664.1,200.1077360327181
2.57,2.04,1.42,75.56,127.65,260.32,66811.4,190.55201516975342
2.7,1.91,1.28,75.49,128.18,250.45,75204.9,196.9969792785381
2.88,1.82,1.76,75.73,127.43,242.58,70119.1,204.64499856798045
2.76,1.94,1.68,75.83,127.44,257.18,66275.9,203.1743774572367
2.81,1.7,1.4,75.96,128.33,273.46,66584.1,214.2314696323607
2.68,2.05,1.24,76.27,128.38,262.47,63919.4,200.90943097163358
2.62,1.76,1.59,75.88,127.71,276.15,74344.2,204.3098338245219
2.59,1.92,1.72,75.43,127.34,277.43,76562.5,204.45002566975984
2.62,2.27,1.63,75.94,128.57,272.17,70641.3,204.46111904687552
2.78,1.89,1.74,76.59,127.31,287.35,63060.6,222.2791060249334
2.88,2.07,1.79,75.97,127.66,244.11,71650.6,208.90117253707035
2.65,2.23,1.54,75.63,127.56,250.16,63029.0,191.53023122432296
2.56,2.19,1.57,76.39,127.4,243.92,75856.2,187.35106026184928
2.5,1.87,1.79,76.19,127.62,261.49,66174.7,184.18382875231202
2.81,1.92,1.77,76.15,127.99,288.75,71110.3,227.08616655792468
2.79,1.83,1.33,75.82,127.28,293.59,69900.2,228.50033870676748
2.86,2.22,1.75,75.99,128.46,272.79,63625.7,220.89605540802006
2.5,2.26,1.59,75.92,127.55,278.73,65718.4,197.8774112823603
2.69,2.24,1.41,75.82,127.69,290.12,64336.8,219.25358989407005
2.64,2.16,1.52,75.56,127.72,264.47,67529.2,199.76312420412205
2.74,1.79,1.63,75.59,128.02,285.01,71702.8,217.22880898304754
2.88,2.06,1.71,75.77,127.56,267.1,76865.7,224.22392479867187
2.65,2.17,1.31,75.63,128.39,292.59,74289.5,219.88469140921438
2.61,2.2,1.73,75.87,128.32,254.73,64139.0,190.11489601315816
2.68,2.1,1.59,75.55,128.5,292.71,75719.9,221.13438935911358
2.53,2.05,1.64,75.49,128.59,252.76,75288.9,184.61301559073854
2.56,1.8,1.49,75.22,127.95,240.84,74539.4,178.0230046701928
2.76,2.02,1.32,75.86,128.52,273.48,76485.1,217.2005461415239
2.69,2.19,1.24,75.61,128.45,249.92,63959.3,194.1566958107736
2.54,1.83,1.3,75.37,128.42,270.27,65217.7,190.40302562120723
2.67,2.02,1.78,76.51,127.61,249.75,76792.7,197.83452338934387
2.69,2.03,1.75,76.25,128.4,286.85,63968.7,214.1392509784098
2.61,1.96,1.66,76.3,127.75,285.4,64699.5,207.63385548681322
2.71,2.03,1.55,75.45,128.31,289.43,76977.3,221.63577753669415
2.71,1.85,1.38,75.68,128.15,241.46,65734.2,188.24367093938622
2.54,1.7,1.7,75.45,127.21,264.91,71776.8,189.1964972952096
2.78,2.02,1.45,75.79,127.86,292.75,75846.4,230.3398191445914
2.73,1.79,1.53,76.26,128.52,263.24,64528.2,201.93295069786302
2.68,1.87,1.22,75.87,127.84,280.7,64245.9,209.80828190125806
2.82,2.18,1.33,75.97,128.39,270.6,75590.6,222.00933891373916
2.87,2.06,1.42,75.75,127.61,252.61,67420.3,211.45798901406272
2.66,1.84,1.44,76.03,127.26,290.85,71325.8,217.17776197821752
2.68,1.79,1.51,76.24,127.67,288.22,70324.4,216.01095899272957
2.5,1.79,1.7,75.72,127.4,262.63,70064.2,185.08327026916675
2.54,2.01,1.34,75.68,128.33,282.28,69401.4,201.46361831851425
2.82,2.01,1.78,75.83,128.36,246.12,75559.2,204.6912040242089
2.7,2.07,1.47,76.34,128.05,246.45,63127.7,192.98228078363127
2.88,2.21,1.3,76.34,128.56,245.2,67969.3,209.87203103163768
2.72,2.17,1.61,75.27,128.46,285.71,75303.0,220.28027945726353
2.57,1.82,1.39,75.43,127.65,253.66,71032.4,186.07297543187008
2.68,1.85,1.35,76.03,128.41,282.77,63494.3,209.73587658031
2.69,2.11,1.63,75.24,128.09,292.58,65024.7,217.1758045510229
2.75,2.08,1.68,75.47,127.49,241.07,68240.9,194.4973910899928
2.76,2.21,1.37,75.2,127.33,267.85,67018.1,212.06640632897575
2.62,1.92,1.51,76.03,127.48,282.81,73904.2,210.52844632418862
2.6,1.75,1.58,76.55,127.24,253.47,70454.1,190.23320719106925
2.57,2.06,1.64,75.47,127.39,282.35,75091.4,206.67322690115157
2.59,1.88,1.36,75.54,128.32,271.34,75949.2,200.08156614293478
2.77,2.14,1.54,76.39,127.23,288.5,65153.8,225.77281724410238
2.77,1.99,1.33,75.64,127.89,284.45,67645.4,220.8939794054595
2.87,2.27,1.37,76.01,127.27,287.25,63626.2,233.37688619993833
2.59,2.29,1.57,75.9,127.47,290.87,72168.4,215.31488038657756
2.89,1.78,1.42,75.73,128.48,262.86,63717.2,213.28886465643677
2.84,2.11,1.52,75.61,128.19,273.86,64119.2,219.05505972191418
2.61,2.0,1.61,75.89,127.47,256.11,63855.4,190.23789800556165
2.56,2.09,1.51,75.47,128.41,283.22,69562.7,203.38933250533205
2.7,1.91,1.49,76.36,127.71,243.88,70937.0,193.47708577947867
2.66,2.09,1.53,76.31,128.59,278.15,63790.8,207.7602617598427
2.59,1.87,1.56,75.92,127.88,240.52,65091.2,178.43130868178582
2.75,1.76,1.57,76.28,128.43,288.64,64414.3,218.0799338014151
2.74,1.87,1.66,75.36,127.7,242.65,68800.0,192.0841793871234
2.9,1.87,1.28,75.82,128.26,275.7,75937.9,228.583022482802
2.89,2.25,1.35,75.72,127.73,277.38,64562.5,228.19003343782947
2.6,2.01,1.43,75.99,128.12,253.98,64087.1,188.20731357226703
2.5,1.71,1.54,75.44,128.24,284.33,75369.4,197.96996555532598
2.85,1.9,1.72,75.85,128.14,274.21,65368.4,218.4797241525588
2.61,1.84,1.49,75.72,127.67,286.25,72162.7,209.31260931149245
2.82,1.99,1.76,76.56,127.38,247.51,72054.6,207.17976559316105
2.62,1.87,1.47,75.43,127.55,269.07,70780.8,199.37691234930753
2.55,2.2,1.58,76.32,128.07,272.88,70587.5,200.06279481797867
2.51,1.78,1.2,75.21,127.54,244.97,73761.8,177.46362685615748
2.73,2.18,1.3,75.36,128.45,264.52,76015.0,210.05706719697787
2.6,2.01,1.57,75.23,128.11,262.51,70968.0,193.93942994896713
2.75,2.28,1.63,75.2,128.3,254.11,71064.9,203.66357210088017
2.72,1.74,1.35,75.84,127.56,264.57,70579.6,204.77181835613158
2.84,1.83,1.59,76.24,127.56,242.68,70350.5,202.9380607902532
2.53,2.15,1.38,75.47,127.69,262.82,69232.0,190.76118237840808
2.61,2.01,1.35,75.71,128.27,266.15,68423.8,197.26273783273962
2.68,1.85,1.6,76.22,127.77,243.89,67914.4,189.32912522359038
2.56,2.01,1.33,75.48,127.91,292.51,73387.2,210.86146936177147
2.56,2.04,1.71,75.26,128.16,273.35,74011.1,198.28737689459047
2.84,2.13,1.72,75.39,127.6,240.89,65554.5,200.7413481095416
2.85,2.06,1.65,76.59,128.18,242.35,70096.0,205.47732039138168
2.87,1.9,1.8,76.19,127.65,250.91,69189.8,209.6448571670569
2.8,2.13,1.68,75.25,127.57,269.93,65591.0,214.01448019059
2.86,2.16,1.77,76.23,128.17,272.14,69081.6,223.1021410892631
2.72,1.96,1.4,76.22,128.15,292.13,69183.7,222.42967389552211
2.84,1.72,1.27,75.68,128.14,261.95,73536.0,213.02591781264937
2.82,2.06,1.28,75.95,127.95,279.89,67941.6,223.8879715547689
2.7,2.06,1.72,75.57,127.84,290.59,63098.8,216.25344288440272
2.75,1.96,1.77,75.68,128.5,266.65,65485.3,205.6349498806345
2.85,1.95,1.53,75.4,128.42,291.52,75021.5,232.38925272827873
2.83,2.17,1.41,76.37,127.63,252.11,68106.7,210.74182740324034
2.58,2.12,1.4,75.37,128.41,260.66,65819.3,190.67416491936433
2.78,1.87,1.37,76.1,128.27,282.39,63860.2,218.15828957581778
2.69,2.26,1.72,76.18,128.22,270.59,76469.8,212.27950957445785
2.68,2.04,1.78,76.36,127.24,282.83,64990.5,213.28978550572424
2.63,1.86,1.52,76.33,127.33,249.85,75030.6,192.94038113710633
2.76,1.93,1.36,75.65,127.97,259.24,66701.1,204.08448563715683
2.86,1.99,1.39,75.72,127.82,288.66,75236.1,234.01117250147342
2.62,2.09,1.76,75.49,128.57,277.46,75156.1,206.35306054092075
2.57,1.98,1.3,75.56,128.06,265.01,63423.0,191.2284139165405
2.69,2.22,1.29,76.15,127.38,263.81,76539.7,210.2563210469018
2.88,2.18,1.65,76.49,128.03,253.6,66263.0,214.139901008861
2.51,1.87,1.5,76.08,128.39,255.89,72372.6,183.65546965523708
2.59,2.3,1.39,75.41,127.78,278.59,73567.0,207.89737619703328
2.87,1.98,1.51,76.1,127.99,271.98,65051.5,220.9174300830615
2.8,1.85,1.73,75.91,127.46,267.03,75471.9,215.20529953490734
2.83,2.23,1.24,76.51,127.76,259.63,71365.9,217.58704275586467
2.51,1.78,1.69,76.32,128.26,264.32,72461.7,187.9371048405767
2.8,2.0,1.21,75.35,128.18,249.08,76992.8,205.90177401688538
2.88,1.93,1.41,75.86,128.42,290.45,69115.0,232.85307586267163
2.69,1.97,1.54,75.28,128.21,269.02,63428.5,201.51980297036357
2.72,1.78,1.22,76.46,127.38,290.73,67465.8,221.43640902315997
2.69,1.75,1.46,75.33,128.57,281.79,70819.8,209.81450324932075
2.6,2.07,1.69,75.26,127.23,292.15,71735.2,213.11853939302853
2.58,1.8,1.73,76.09,128.12,276.89,70868.2,199.9532324523276
2.63,2.04,1.43,75.97,127.26,281.69,67996.8,209.8667855617074
2.63,2.19,1.3,76.47,127.61,265.74,63210.4,201.24260474521498
2.66,1.81,1.42,76.11,127.95,273.67,63639.5,202.9593032793142
2.72,1.73,1.56,76.17,128.27,257.24,73851.8,200.7831059840388
2.82,1.79,1.6,76.01,127.79,252.58,65873.4,203.77706944082468
2.58,2.3,1.52,76.04,127.4,291.86,63039.6,211.9730325526026
2.88,1.96,1.64,75.89,127.54,288.84,64449.8,230.82981803498
2.65,1.72,1.5,76.4,127.67,273.1,64102.7,201.99054512219766
2.68,2.03,1.79,75.46,127.3,275.28,69553.9,208.56224601270617
2.63,2.2,1.62,76.6,127.95,241.75,71785.7,189.70677790162745
2.57,2.22,1.68,75.95,127.27,241.12,76200.7,186.0941836472299
2.87,1.88,1.69,75.23,127.63,269.38,73860.9,220.28593630446233
2.6,1.95,1.38,75.21,127.87,251.75,68256.6,186.76312767997888
2.65,1.96,1.56,75.21,128.55,289.72,69272.5,212.17776776514904
2.58,1.76,1.45,76.06,128.02,253.43,68424.9,185.78320830066707
2.78,1.9,1.37,75.5,127.21,255.92,76828.9,208.68522555448192
2.79,1.82,1.26,76.19,128.01,266.02,66384.1,210.82504398050867
2.75,2.3,1.6,75.42,127.46,278.12,68813.8,218.5926483632901
2.87,1.75,1.24,76.42,127.88,277.31,64856.0,223.43609866139138
2.9,2.26,1.76,76.57,127.38,252.54,74283.6,220.43520841793202
2.87,1.77,1.59,76.02,127.75,255.64,68312.9,210.56774680514195
2.79,2.27,1.36,76.18,127.26,290.18,66570.2,230.255004909769
2.69,1.71,1.51,75.78,127.28,242.07,73823.2,190.23309574820598
2.54,2.27,1.34,75.36,127.82,286.56,76291.1,209.36866705230648
2.86,2.02,1.4,76.2,127.82,244.7,69970.2,207.42417958244687
2.53,2.2,1.66,75.26,127.74,258.1,72036.0,188.5011085661979
2.56,1.86,1.76,76.19,128.16,287.87,68036.2,204.302292347224
2.67,1.77,1.47,75.52,127.53,284.12,75659.2,213.56892616094262
2.62,2.11,1.4,75.84,127.57,243.32,75308.6,189.71312220097332
2.61,1.72,1.21,75.88,127.93,243.03,68185.9,182.2193998158732
2.53,1.85,1.24,76.37,127.6,245.98,69065.3,180.67507398081864
2.72,2.03,1.31,75.36,127.61,272.59,65307.2,209.11657456635487
2.74,1.89,1.22,76.02,127.89,275.2,76667.0,216.95205604118735
2.51,2.24,1.7,76.11,127.87,283.91,75628.5,205.21300540754294
2.51,2.11,1.56,75.45,127.51,285.78,69710.1,202.03581387839552
2.9,2.22,1.28,76.06,128.15,246.77,75728.5,215.7149660553548
2.87,2.07,1.33,75.68,128.02,253.29,66925.8,211.16717707460043
2.68,1.8,1.72,75.91,127.57,275.03,66376.9,205.47382785798038
2.78,1.91,1.5,75.8,127.98,268.55,74695.7,214.24065905138264
2.76,2.25,1.4,75.49,127.23,282.76,65614.3,221.23536299708405
2.53,2.06,1.44,76.08,128.26,278.11,67623.4,198.60374824158794
2.76,2.13,1.24,75.42,127.85,242.29,64245.1,195.2689661419621
2.88,1.76,1.54,75.38,127.44,244.71,63024.9,201.87310760090963
2.72,1.79,1.78,75.32,127.43,273.93,71590.1,208.9613025264672
2.73,1.87,1.57,75.34,128.24,269.1,69570.6,206.3522824522704
2.78,1.73,1.55,75.4,127.42,271.38,65034.1,209.72814999901414
2.84,2.2,1.75,76.24,128.29,247.42,64652.4,205.65062870664588
2.76,2.21,1.66,76.53,127.62,287.68,71174.2,227.0913520825245
2.68,1.71,1.33,76.22,128.55,253.47,73077.4,195.27568618558678
2.57,1.96,1.37,76.5,128.56,269.34,70145.0,197.5298356008933
2.81,2.13,1.46,76.32,127.6,248.47,68057.4,206.36548748633095
2.52,1.91,1.26,76.48,127.76,266.16,71575.9,193.10860390601454
2.87,2.23,1.28,75.94,128.49,281.2,65710.2,228.690090937695
2.55,1.74,1.71,76.11,128.52,274.49,66792.0,193.58852988557146
2.75,1.86,1.39,76.07,127.55,269.87,68107.0,210.90467659903572
2.64,1.98,1.5,75.33,128.53,273.03,73201.0,203.85064009517987
2.58,1.76,1.6,76.42,128.32,244.24,68565.6,180.59350699965012
2.69,1.94,1.56,75.32,127.53,271.89,72105.1,207.53642635612073
2.66,2.09,1.49,76.0,127.44,253.51,74789.3,198.81090644030348
2.84,2.07,1.58,75.87,127.81,287.12,75427.6,232.17824567454215
2.57,1.71,1.65,75.55,127.36,257.29,65327.6,184.7117705310567
2.87,2.14,1.67,76.58,128.36,241.88,64836.6,205.2432632860813
2.52,1.93,1.48,75.65,128.52,258.2,66297.6,182.9821029550301
2.82,1.8,1.77,75.59,127.51,266.67,73048.7,214.1748051697905
2.51,2.15,1.57,76.29,128.41,264.79,65391.9,189.17472272433383
2.58,2.17,1.53,75.8,127.9,278.37,63888.0,201.90303779707574
2.86,1.73,1.44,75.77,128.21,268.34,67616.4,215.5906297508875
2.89,2.3,1.31,76.39,128.46,290.34,73982.8,240.6155542077189
2.64,1.78,1.75,76.52,128.29,265.74,73755.4,200.0068954428482
2.66,1.98,1.32,75.9,128.35,244.31,72713.2,190.31350716740008
2.54,2.22,1.35,75.8,127.31,287.5,73166.8,209.67645939875706
2.53,2.25,1.61,75.34,128.24,248.98,68813.4,182.01771913727487
2.56,1.92,1.6,75.79,128.02,269.41,68511.7,194.00887271255635
2.87,1.84,1.36,75.4,127.91,289.51,66354.3,229.20055170214118
2.86,2.09,1.28,76.4,127.22,251.49,64142.1,211.56117431853136
2.63,1.93,1.64,76.33,127.58,271.45,69877.4,203.29998483832355
2.86,1.88,1.3,76.42,127.78,275.01,72701.1,225.7308959672207
2.82,2.01,1.55,75.94,128.34,240.5,70982.5,200.22876581497667
2.74,1.79,1.77,76.26,127.84,283.9,66676.0,215.8317428803964
2.86,2.11,1.43,75.95,127.87,285.32,72863.7,232.586930867815
2.72,2.18,1.46,75.49,127.31,264.93,75363.9,210.78606718554136
2.77,1.94,1.45,75.91,127.55,285.14,70056.3,222.53780593055262
2.56,2.29,1.28,76.32,128.25,248.75,76963.3,190.7695219345435
2.72,1.86,1.45,76.53,127.55,247.17,66967.6,195.76102249433416
2.89,1.82,1.24,75.95,127.68,274.18,65978.6,223.52457572791013
2.69,1.77,1.74,75.21,127.6,267.27,74062.3,203.16359304041646
2.56,1.79,1.56,76.2,127.85,292.33,76916.7,210.89684628993427
2.68,2.22,1.33,76.27,127.24,292.85,70790.2,224.415986012585
2.73,2.17,1.25,75.86,127.58,292.61,73744.3,227.94042729675277
2.67,1.99,1.41,76.18,128.19,273.87,64233.2,205.7759486374523
2.62,2.0,1.48,75.71,128.48,275.24,71482.6,203.90580512501163
2.88,2.24,1.27,76.5,128.39,283.25,76171.2,236.38241748775795
2.86,2.17,1.36,75.38,127.7,274.35,69236.2,224.43423968955733
2.63,1.75,1.61,76.55,128.09,289.99,63426.4,209.71448406588422
2.8,1.75,1.74,76.46,127.37,284.7,65915.1,221.72433582150927
2.73,1.89,1.26,75.2,128.49,280.36,66829.9,212.42081912035962
2.51,1.93,1.25,76.52,128.15,247.15,72865.7,181.4779225305441
2.53,2.3,1.75,76.03,127.36,246.0,68125.4,183.02262454412767
2.64,2.07,1.48,75.98,127.7,263.75,69712.7,200.38938878001886
2.78,2.05,1.59,76.19,127.43,276.02,66604.8,218.12440144369407
2.86,2.04,1.75,76.4,127.75,282.58,69192.4,229.03598776978072
2.87,1.88,1.67,76.11,128.14,293.08,69480.7,233.36780813018004
2.74,2.13,1.55,75.48,127.55,283.98,76868.0,223.0376944109363
2.89,1.91,1.46,75.49,128.48,269.19,70761.4,220.63191201388508
2.5,2.28,1.74,76.16,127.33,271.69,65012.7,194.2300972800117
2.81,1.98,1.37,76.17,127.63,282.44,66975.7,224.0711852345446
2.55,1.79,1.31,76.29,128.18,267.35,73456.5,194.61442798769679
2.55,1.87,1.5,75.51,127.48,280.6,64114.1,197.879781865704
2.7,1.78,1.78,76.52,128.08,271.33,66686.3,205.48426926944137
2.59,1.97,1.29,76.56,127.87,277.82,72084.8,206.28111742200144
2.77,1.85,1.76,76.25,127.36,244.53,68854.0,197.86146746520114
2.68,2.06,1.58,76.58,127.44,262.06,74830.9,206.24118605385547
2.64,2.11,1.73,76.09,127.65,251.49,72312.4,194.48581902180683
2.79,1.85,1.54,76.28,127.97,267.0,63768.8,210.03100700859147
2.87,2.06,1.37,76.09,127.9,254.94,67364.5,213.2389358222523
2.71,1.78,1.69,75.94,127.97,269.21,66647.2,204.01493532667075
2.74,2.15,1.6,76.1,127.85,246.27,76202.5,201.65831305830045
2.51,2.3,1.59,76.26,127.82,250.82,75482.8,187.19367973838837
2.75,1.94,1.71,75.26,128.09,282.41,68328.6,215.58056564523497
2.88,2.08,1.77,75.26,127.97,284.9,68522.6,229.18563601726203
2.72,1.78,1.78,76.25,127.71,253.34,72259.6,198.8765215484491
2.55,1.76,1.47,75.57,127.56,274.24,73857.3,197.26442747153635
2.51,1.82,1.22,75.72,127.55,264.54,72103.0,189.43270711882974
2.62,1.77,1.65,76.48,127.25,292.99,64281.2,211.98297687599631
2.89,2.0,1.31,76.55,128.25,251.5,71205.7,214.49210483706543
2.78,2.03,1.39,75.7,127.22,268.49,68090.5,213.91694962284203
2.54,1.93,1.39,75.44,127.97,273.26,67482.6,194.32439566523544
2.86,2.21,1.3,76.52,128.41,288.76,70734.1,235.49220014731952
2.84,1.81,1.23,76.53,127.39,250.55,68053.3,208.37728221961584
2.87,1.97,1.34,75.23,128.6,247.36,69740.4,206.02234662076796
2.82,1.72,1.67,75.85,128.17,259.2,68780.8,206.96864473278265
2.51,2.23,1.67,76.15,127.51,272.54,70656.3,197.1372404464056
2.73,2.28,1.63,76.49,127.91,263.36,74432.8,212.062298497563
2.81,1.94,1.33,75.91,127.62,285.9,70511.5,226.71449615380607
2.52,1.75,1.55,75.66,127.39,245.27,67158.9,175.43123215554704
2.64,1.99,1.35,76.23,127.69,269.02,69897.0,203.75132097858784
2.76,1.78,1.33,75.47,128.1,288.64,70674.7,221.0531215590986
2.59,1.71,1.24,75.52,127.22,292.83,67753.9,209.5561755277131
2.83,2.11,1.57,75.72,127.31,267.5,64783.4,216.25276262297416
2.65,2.07,1.28,75.66,127.24,264.63,65803.2,200.7254668287892
2.67,2.18,1.32,75.52,128.59,288.05,65741.0,214.93792976973816
2.83,1.77,1.69,75.79,127.6,277.01,72751.5,221.04965681726992
2.68,2.11,1.2,75.93,128.43,257.82,67978.1,199.5913969944279
2.66,1.89,1.56,75.22,127.97,263.68,73818.2,199.67991560321343
2.83,2.15,1.6,76.14,127.22,248.69,76568.0,211.88452261819077
2.81,2.24,1.45,75.48,127.58,277.11,64563.4,220.80173846646824
